run,strategy,detection,d,I,pr,pm,cs,ni,im,N_lethal,N_min,T_min,N_inoc
2141,BD,ND,3,15,0.986033,0.537402,0.152535,3,2,87,0,68,2880
2142,BD,ND,5,10,0.988815,0.492721,0.180369,11,4,47,47,54,1760
2143,BD,ND,5,5,0.872593,0.628251,0.269726,7,4,269,269,54,560
2144,BD,ND,5,5,0.955777,0.569185,0.114726,8,3,11,0,79,1440
2145,BD,ND,7,10,0.893375,0.488914,0.215477,9,2,97,0,80,5760
2146,BD,ND,7,20,0.835297,0.660895,0.109374,9,3,44,0,80,6480
2147,BD,ND,7,5,0.912584,0.404477,0.240658,7,3,137,0,75,1260
2148,BD,ND,5,10,0.800286,0.699485,0.119341,13,4,8,0,85,2080
2149,BD,ND,5,5,0.963813,0.595408,0.106212,4,2,26,0,71,1280
2150,BD,ND,7,20,0.832471,0.669103,0.124735,15,2,89,0,95,19200
2151,BD,ND,5,10,0.894073,0.479694,0.173314,10,2,59,0,83,6400
2152,BD,ND,7,5,0.841997,0.699271,0.155446,11,4,15,0,79,880
2153,BD,ND,7,10,0.94197,0.406948,0.199998,7,4,42,0,74,1120
2154,BD,ND,5,10,0.927854,0.536271,0.277274,14,4,179,179,54,2240
2155,BD,ND,3,5,0.856415,0.565648,0.129401,2,2,26,0,68,640
2156,BD,ND,5,5,0.84335,0.538612,0.15721,7,2,34,0,76,2240
2157,BD,ND,5,10,0.857595,0.563856,0.295551,11,3,224,0,81,3960
2158,BD,ND,7,5,0.940199,0.580676,0.11294,3,4,3,0,67,240
2159,BD,ND,3,10,0.944592,0.530232,0.158264,2,4,21,0,66,320
2160,BD,ND,3,10,0.908393,0.565191,0.237936,3,4,120,120,54,480
2161,BD,ND,3,15,0.807047,0.554338,0.111264,4,3,45,0,69,2160
2162,BD,ND,7,20,0.823057,0.640326,0.100524,6,2,75,0,75,7680
2163,BD,ND,5,20,0.877496,0.512161,0.286352,15,3,221,0,95,10800
2164,BD,ND,3,20,0.996115,0.446603,0.217171,6,2,162,0,74,7680
2165,BD,ND,5,20,0.886107,0.442562,0.224895,14,3,98,0,91,10080
2166,BD,ND,7,15,0.963252,0.576861,0.203546,10,3,93,0,81,5400
2167,BD,ND,7,10,0.982036,0.491585,0.212717,10,3,55,0,85,3600
2168,BD,ND,3,10,0.862849,0.696682,0.298172,8,3,274,0,78,2880
2169,BD,ND,5,20,0.983048,0.570273,0.115407,3,4,21,0,66,960
2170,BD,ND,3,15,0.804364,0.511426,0.122553,14,3,41,0,89,7560
2171,BD,ND,7,10,0.889353,0.603922,0.257672,9,2,136,0,83,5760
2172,BD,ND,3,5,0.975583,0.65958,0.171345,13,2,38,0,86,4160
2173,BD,ND,5,20,0.929064,0.669737,0.190287,14,4,55,0,89,4480
2174,BD,ND,5,20,0.925998,0.634706,0.169275,3,4,31,0,71,960
2175,BD,ND,5,10,0.910934,0.501304,0.111531,11,3,22,0,87,3960
2176,BD,ND,3,20,0.875804,0.554718,0.248788,11,4,140,140,54,3520
2177,BD,ND,5,10,0.978059,0.644354,0.270693,2,2,222,0,68,1280
2178,BD,ND,5,15,0.8363,0.677599,0.254718,9,2,192,0,80,8640
2179,BD,ND,7,15,0.997185,0.429578,0.147819,12,4,24,0,84,2880
2180,BD,ND,3,20,0.830215,0.530704,0.25987,6,2,195,0,74,7680
2181,BD,ND,5,5,0.843247,0.650957,0.224485,10,2,80,0,79,3200
2182,BD,ND,7,10,0.805967,0.559764,0.288166,4,4,288,288,54,640
2183,BD,ND,5,5,0.842685,0.416803,0.294419,15,2,244,0,90,4800
2184,BD,ND,5,5,0.908936,0.431676,0.215003,15,4,107,107,54,1200
2185,BD,ND,7,15,0.973417,0.440316,0.257013,7,3,143,0,79,3780
2186,BD,ND,7,10,0.944668,0.527633,0.247083,5,2,105,0,74,3200
2187,BD,ND,5,20,0.813627,0.458248,0.161661,5,3,70,0,72,3600
2188,BD,ND,7,10,0.991021,0.61785,0.103127,3,2,26,0,67,1920
2189,BD,ND,7,5,0.922964,0.582334,0.250779,11,2,102,0,85,3520
2190,BD,ND,3,20,0.927735,0.578192,0.140493,8,2,105,0,80,10240
2191,BD,ND,7,15,0.837422,0.554849,0.291464,13,2,218,0,90,12480
2192,BD,ND,5,15,0.88887,0.618643,0.214333,11,2,120,0,86,10560
2193,BD,ND,7,20,0.906699,0.647369,0.18292,10,3,80,0,83,7200
2194,BD,ND,7,5,0.89169,0.413694,0.138002,8,2,29,0,81,2560
2195,BD,ND,7,10,0.830821,0.527978,0.152972,13,4,11,0,85,2080
2196,BD,ND,7,10,0.973205,0.621729,0.174375,6,2,60,0,74,3840
2197,BD,ND,7,15,0.997689,0.415544,0.116984,4,2,59,0,73,3840
2198,BD,ND,7,5,0.876027,0.551111,0.104416,13,2,24,0,88,4160
2199,BD,ND,7,10,0.913928,0.499298,0.24898,1,2,142,64,56,640
2200,BD,ND,7,5,0.98839,0.641123,0.286032,10,2,186,0,81,3200
2201,BD,ND,7,15,0.844934,0.663949,0.268708,15,3,195,0,93,8100
2202,BD,ND,7,15,0.982379,0.528407,0.224292,3,4,70,70,54,720
2203,BD,ND,3,5,0.937336,0.602159,0.158396,11,3,24,0,82,1980
2204,BD,ND,7,5,0.903528,0.651727,0.106569,9,4,5,0,83,720
2205,BD,ND,7,5,0.985638,0.497599,0.273089,10,2,166,0,85,3200
2206,BD,ND,3,20,0.922293,0.661698,0.252831,1,3,151,126,55,720
2207,BD,ND,7,5,0.854372,0.650423,0.293863,15,2,226,0,93,4800
2208,BD,ND,5,5,0.964052,0.586608,0.281586,13,2,213,0,89,4160
2209,BD,ND,5,5,0.970218,0.668468,0.22621,14,4,121,121,54,1120
2210,BD,ND,5,5,0.834273,0.686949,0.16102,9,4,14,14,54,720
2211,BD,ND,3,20,0.95072,0.618847,0.154045,4,3,80,0,69,2880
2212,BD,ND,7,5,0.876371,0.464605,0.282665,10,2,238,0,82,3200
2213,BD,ND,5,15,0.880774,0.415721,0.165244,9,2,106,0,83,8640
2214,BD,ND,5,5,0.815579,0.522718,0.146248,1,3,12,0,57,180
2215,BD,ND,7,15,0.869095,0.483597,0.289191,6,3,231,0,74,3240
2216,BD,ND,7,10,0.98689,0.595147,0.141448,13,2,53,0,91,8320
2217,BD,ND,5,15,0.895235,0.613385,0.234566,6,4,140,140,54,1440
2218,BD,ND,7,10,0.961006,0.658675,0.118116,2,2,35,0,68,1280
2219,BD,ND,3,10,0.814706,0.494707,0.272065,14,3,194,0,89,5040
2220,BD,ND,5,5,0.824165,0.527736,0.184909,13,3,33,0,87,2340
2221,BD,ND,7,10,0.880209,0.684568,0.219967,6,4,69,69,54,960
2222,BD,ND,3,10,0.937936,0.552282,0.122938,1,2,54,0,61,640
2223,BD,ND,7,10,0.977668,0.628176,0.159979,10,3,28,0,81,3600
2224,BD,ND,5,10,0.896348,0.443371,0.264589,5,2,158,0,73,3200
2225,BD,ND,5,5,0.812797,0.476211,0.123189,15,3,15,0,91,2700
2226,BD,ND,7,20,0.940886,0.515227,0.156425,5,3,66,0,72,3600
2227,BD,ND,5,5,0.85147,0.642866,0.207112,15,2,59,0,90,4800
2228,BD,ND,5,15,0.863907,0.572761,0.266731,6,4,184,184,54,1440
2229,BD,ND,7,20,0.882979,0.522039,0.195022,12,2,148,0,87,15360
2230,BD,ND,7,15,0.983166,0.699546,0.226826,9,2,121,0,80,8640
2231,BD,ND,7,5,0.891852,0.557454,0.243044,13,3,135,135,54,2340
2232,BD,ND,7,5,0.897076,0.558402,0.155279,9,4,14,0,78,720
2233,BD,ND,5,20,0.945761,0.691459,0.251734,4,2,186,0,70,5120
2234,BD,ND,7,10,0.977014,0.464123,0.229892,12,4,65,65,54,1920
2235,BD,ND,7,15,0.943704,0.507318,0.235496,8,3,112,0,76,4320
2236,BD,ND,7,20,0.93114,0.426425,0.278808,9,2,254,0,82,11520
2237,BD,ND,7,15,0.922724,0.407969,0.176499,9,4,35,0,81,2160
2238,BD,ND,7,20,0.957251,0.620209,0.155321,10,3,64,0,81,7200
2239,BD,ND,5,20,0.931936,0.416918,0.294183,13,2,310,0,91,16640
2240,BD,ND,7,20,0.821154,0.693128,0.292808,1,4,243,243,54,320
2241,BD,ND,5,10,0.823743,0.419909,0.244727,10,2,101,0,85,6400
2242,BD,ND,5,15,0.846476,0.643428,0.161635,4,4,31,0,69,960
2243,BD,ND,3,5,0.870434,0.407092,0.114277,8,2,24,0,78,2560
2244,BD,ND,7,15,0.944769,0.402108,0.259843,4,4,128,128,54,960
2245,BD,ND,3,10,0.839695,0.497885,0.120698,2,4,6,0,65,320
2246,BD,ND,5,10,0.919907,0.60547,0.11046,4,3,21,0,73,1440
2247,BD,ND,7,5,0.905164,0.504625,0.20402,1,4,70,70,54,80
2248,BD,ND,5,10,0.99218,0.658358,0.299004,3,3,216,0,68,1080
2249,BD,ND,3,20,0.981969,0.482151,0.134533,6,2,92,0,76,7680
2250,BD,ND,7,5,0.836576,0.403113,0.212382,8,2,49,0,77,2560
2251,BD,ND,7,20,0.819509,0.499971,0.223942,2,3,104,0,66,1440
2252,BD,ND,5,15,0.819361,0.423681,0.166745,14,3,45,0,90,7560
2253,BD,ND,5,10,0.950274,0.670559,0.137037,11,3,21,0,84,3960
2254,BD,ND,5,5,0.904316,0.696961,0.125406,13,4,7,0,84,1040
2255,BD,ND,7,5,0.821219,0.510931,0.24227,11,4,133,133,54,880
2256,BD,ND,7,15,0.836053,0.416021,0.24432,9,2,163,0,80,8640
2257,BD,ND,7,5,0.978483,0.401915,0.209544,4,2,71,0,70,1280
2258,BD,ND,7,20,0.977142,0.660313,0.179126,8,4,41,0,79,2560
2259,BD,ND,7,20,0.975137,0.41956,0.291272,9,4,262,0,81,2880
2260,BD,ND,3,15,0.820786,0.548686,0.235805,4,3,113,0,69,2160
2261,BD,ND,7,10,0.95872,0.587182,0.236343,10,2,110,0,85,6400
2262,BD,ND,7,20,0.981649,0.656019,0.227128,11,2,157,0,85,14080
2263,BD,ND,3,5,0.819426,0.578329,0.135116,4,4,13,13,54,320
2264,BD,ND,5,20,0.901163,0.469556,0.143308,10,3,65,0,83,7200
2265,BD,ND,7,5,0.884587,0.638391,0.299024,1,2,270,270,54,320
2266,BD,ND,7,20,0.937576,0.601345,0.257848,4,3,128,0,72,2880
2267,BD,ND,7,10,0.975036,0.664522,0.274135,13,4,186,186,54,2080
2268,BD,ND,5,20,0.907426,0.614598,0.123007,3,4,28,0,67,960
2269,BD,ND,5,5,0.914365,0.676022,0.241774,12,4,127,127,54,960
2270,BD,ND,5,5,0.887062,0.571891,0.204006,4,4,53,53,54,320
2271,BD,ND,7,5,0.986563,0.438008,0.243991,10,2,117,0,82,3200
2272,BD,ND,5,10,0.871577,0.440064,0.239113,6,2,113,0,75,3840
2273,BD,ND,3,20,0.864626,0.432979,0.218326,1,4,73,73,54,320
2274,BD,ND,7,5,0.838986,0.484006,0.197812,5,3,58,0,69,900
2275,BD,ND,7,20,0.898068,0.514318,0.217219,2,4,58,0,65,640
2276,BD,ND,7,10,0.910621,0.685385,0.155232,8,2,54,0,79,5120
2277,BD,ND,5,10,0.856622,0.40516,0.259562,15,4,165,165,54,2400
2278,BD,ND,5,10,0.892322,0.571814,0.165427,5,2,60,0,74,3200
2279,BD,ND,3,20,0.954733,0.410291,0.100449,8,4,17,0,78,2560
2280,BD,ND,7,15,0.860221,0.635032,0.161652,12,2,80,0,84,11520
2281,BD,ND,7,10,0.905708,0.531501,0.239326,6,4,110,110,54,960
2282,BD,ND,7,5,0.926828,0.651936,0.192665,11,3,47,0,82,1980
2283,BD,ND,3,5,0.858982,0.597434,0.283273,4,2,210,210,54,1280
2284,BD,ND,3,20,0.94971,0.484614,0.226975,12,4,92,92,54,3840
2285,BD,ND,7,15,0.946671,0.655031,0.266497,2,3,196,45,61,1080
2286,BD,ND,5,20,0.974176,0.626826,0.275301,12,2,222,0,87,15360
2287,BD,ND,7,15,0.958856,0.508104,0.256597,14,4,143,143,54,3360
2288,BD,ND,7,5,0.983691,0.630382,0.195606,4,3,42,0,70,720
2289,BD,ND,7,10,0.829281,0.695562,0.23664,5,4,105,0,73,800
2290,BD,ND,5,10,0.80487,0.486869,0.152685,3,4,19,0,65,480
2291,BD,ND,5,5,0.953212,0.426275,0.154167,5,3,22,0,69,900
2292,BD,ND,7,10,0.91676,0.434216,0.110902,1,3,28,0,61,360
2293,BD,ND,3,20,0.98711,0.593637,0.235408,2,3,123,0,69,1440
2294,BD,ND,3,5,0.855876,0.406796,0.260911,11,2,137,0,85,3520
2295,BD,ND,7,15,0.869813,0.589134,0.152383,15,2,76,0,92,14400
2296,BD,ND,7,20,0.897373,0.583399,0.294027,6,3,235,0,77,4320
2297,BD,ND,3,20,0.90656,0.483408,0.170929,14,4,43,0,91,4480
2298,BD,ND,3,20,0.968847,0.569247,0.112611,10,3,37,0,85,7200
2299,BD,ND,7,5,0.913148,0.60059,0.179919,11,2,42,0,85,3520
2300,BD,ND,3,15,0.837309,0.406717,0.292337,14,4,346,346,54,3360
2301,BD,ND,7,20,0.92418,0.684846,0.285751,3,3,216,0,69,2160
2302,BD,ND,7,10,0.964211,0.435073,0.259425,2,4,185,185,54,320
2303,BD,ND,7,10,0.909667,0.695165,0.255556,10,3,125,0,82,3600
2304,BD,ND,5,15,0.815418,0.597551,0.194425,13,4,40,0,85,3120
2305,BD,ND,5,5,0.954603,0.432058,0.243754,6,3,110,110,54,1080
2306,BD,ND,7,10,0.929049,0.520699,0.268408,3,3,147,0,71,1080
2307,BD,ND,5,5,0.837218,0.631621,0.118582,4,4,5,0,66,320
2308,BD,ND,7,20,0.988665,0.516769,0.241914,5,4,105,0,73,1600
2309,BD,ND,3,15,0.920362,0.641383,0.127245,4,2,57,0,73,3840
2310,BD,ND,7,15,0.981986,0.609044,0.127221,14,3,34,0,90,7560
2311,BD,ND,7,20,0.941012,0.518271,0.121155,7,2,82,0,78,8960
2312,BD,ND,5,20,0.935525,0.527685,0.218571,6,3,105,0,73,4320
2313,BD,ND,7,10,0.855789,0.443849,0.133023,6,3,27,0,75,2160
2314,BD,ND,7,10,0.873422,0.413556,0.295055,10,2,279,0,81,6400
2315,BD,ND,7,10,0.830914,0.686338,0.186874,13,4,19,0,85,2080
2316,BD,ND,5,15,0.959966,0.503744,0.235684,6,3,128,0,73,3240
2317,BD,ND,5,15,0.815318,0.627452,0.138549,15,2,61,0,95,14400
2318,BD,ND,7,10,0.800001,0.417776,0.124894,13,4,17,0,88,2080
2319,BD,ND,5,10,0.935561,0.471178,0.100485,7,2,37,0,78,4480
2320,BD,ND,7,10,0.927871,0.605051,0.298038,14,4,291,291,54,2240
2321,BD,ND,7,5,0.812035,0.457831,0.290887,5,3,205,205,54,900
2322,BD,ND,5,15,0.820598,0.515079,0.248943,10,3,153,0,82,5400
2323,BD,ND,3,20,0.811596,0.574194,0.234808,15,4,126,126,54,4800
2324,BD,ND,5,10,0.993304,0.637925,0.206989,10,3,74,0,82,3600
2325,BD,ND,7,10,0.816141,0.48404,0.259444,2,2,132,64,60,1280
2326,BD,ND,7,5,0.867311,0.684865,0.190547,5,3,50,0,72,900
2327,BD,ND,7,5,0.99915,0.66944,0.269058,7,4,266,266,54,560
2328,BD,ND,5,15,0.838688,0.508418,0.200952,7,3,55,0,76,3780
2329,BD,ND,3,15,0.998984,0.691775,0.271889,11,3,162,0,83,5940
2330,BD,ND,3,15,0.86781,0.615713,0.219267,5,2,132,0,72,4800
2331,BD,ND,5,10,0.831689,0.693539,0.146858,13,2,52,0,91,8320
2332,BD,ND,7,20,0.841292,0.621079,0.277188,11,4,230,0,83,3520
2333,BD,ND,7,5,0.946139,0.449117,0.151623,4,2,28,0,69,1280
2334,BD,ND,5,10,0.911902,0.687855,0.187549,1,4,36,32,55,160
2335,BD,ND,3,15,0.970227,0.437638,0.23799,5,3,118,0,74,2700
2336,BD,ND,5,15,0.817448,0.602994,0.148305,5,4,19,0,73,1200
2337,BD,ND,5,5,0.851132,0.571607,0.186377,3,3,31,29,61,540
2338,BD,ND,7,15,0.914748,0.635627,0.201766,15,3,62,0,93,8100
2339,BD,ND,5,20,0.943473,0.503008,0.226142,5,3,102,0,72,3600
2340,BD,ND,7,15,0.879243,0.582245,0.157575,2,2,85,0,67,1920
2341,BD,ND,7,15,0.856339,0.66353,0.270783,15,2,207,0,93,14400
2342,BD,ND,7,15,0.971561,0.688499,0.171542,13,3,44,0,90,7020
2343,BD,ND,5,20,0.877243,0.614148,0.153672,1,3,63,0,62,720
2344,BD,ND,5,10,0.998031,0.609521,0.2457,3,3,124,39,63,1080
2345,BD,ND,7,20,0.886334,0.615671,0.289458,5,4,230,230,54,1600
2346,BD,ND,5,15,0.973,0.474685,0.122368,8,4,19,0,76,1920
2347,BD,ND,7,15,0.952778,0.630947,0.124653,5,3,39,0,72,2700
2348,BD,ND,3,15,0.857318,0.476382,0.152771,2,4,18,0,63,480
2349,BD,ND,7,10,0.907305,0.630906,0.217415,7,3,73,0,76,2520
2350,BD,ND,5,15,0.978717,0.539226,0.256687,6,2,165,0,73,5760
2351,BD,ND,5,5,0.814516,0.698534,0.128925,4,3,13,0,70,720
2352,BD,ND,7,15,0.846242,0.594672,0.143049,9,2,73,0,81,8640
2353,BD,ND,3,20,0.961055,0.67673,0.120784,12,3,51,0,87,8640
2354,BD,ND,7,10,0.856998,0.415349,0.289843,1,4,265,265,54,160
2355,BD,ND,7,15,0.967024,0.594328,0.196019,10,2,98,0,82,9600
2356,BD,ND,7,15,0.919921,0.687131,0.165041,6,3,58,0,73,3240
2357,BD,ND,3,10,0.864168,0.404072,0.241519,10,2,129,0,83,6400
2358,BD,ND,7,15,0.898196,0.542766,0.298991,2,3,237,23,63,1080
2359,BD,ND,7,5,0.90073,0.592866,0.263344,1,4,214,214,54,80
2360,BD,ND,7,10,0.843213,0.520738,0.130943,11,3,35,0,83,3960
2361,BD,ND,3,20,0.917182,0.555518,0.172517,12,3,63,0,89,8640
2362,BD,ND,5,20,0.953892,0.572659,0.265737,5,2,223,0,75,6400
2363,BD,ND,7,15,0.933249,0.548971,0.268625,7,3,150,0,75,3780
2364,BD,ND,7,10,0.923582,0.625699,0.250015,10,4,117,117,54,1600
2365,BD,ND,7,15,0.900808,0.558264,0.171142,5,3,54,0,73,2700
2366,BD,ND,7,15,0.948423,0.604709,0.109045,6,3,35,0,72,3240
2367,BD,ND,5,10,0.829535,0.69902,0.155776,3,3,39,0,69,1080
2368,BD,ND,5,5,0.981958,0.459476,0.177781,10,2,44,0,79,3200
2369,BD,ND,7,5,0.835123,0.433756,0.256294,5,4,201,201,54,400
2370,BD,ND,7,20,0.924462,0.497398,0.170572,4,3,50,0,72,2880
2371,BD,ND,3,20,0.891902,0.583538,0.260366,3,2,218,0,68,3840
2372,BD,ND,3,15,0.885083,0.684497,0.182742,11,4,39,39,54,2640
2373,BD,ND,3,15,0.867011,0.548292,0.253142,11,4,217,217,54,2640
2374,BD,ND,7,20,0.845267,0.640766,0.154439,12,4,36,0,87,3840
2375,BD,ND,5,5,0.830969,0.513425,0.23644,15,2,97,0,90,4800
2376,BD,ND,7,15,0.815035,0.668611,0.26274,15,3,131,0,94,8100
2377,BD,ND,3,10,0.989736,0.617341,0.257161,4,4,185,185,54,640
2378,BD,ND,5,15,0.808662,0.552187,0.195223,8,4,26,26,54,1920
2379,BD,ND,7,15,0.912446,0.501621,0.1104,15,4,17,0,93,3600
2380,BD,ND,7,10,0.863129,0.409069,0.294799,5,2,231,0,73,3200
2381,BD,ND,7,10,0.947192,0.515864,0.288158,2,3,227,227,54,720
2382,BD,ND,7,10,0.839598,0.429127,0.196137,3,3,51,0,68,1080
2383,BD,ND,5,15,0.948554,0.559811,0.299634,1,2,243,100,56,960
2384,BD,ND,3,20,0.838893,0.625953,0.1826,1,2,130,0,62,1280
2385,BD,ND,5,5,0.807021,0.608062,0.216826,2,3,77,77,54,360
2386,BD,ND,7,10,0.917166,0.649122,0.177254,4,2,66,0,73,2560
2387,BD,ND,3,5,0.992887,0.425913,0.277102,12,4,260,260,54,960
2388,BD,ND,5,15,0.929286,0.590731,0.214402,4,3,77,0,69,2160
2389,BD,ND,7,5,0.858419,0.469188,0.196152,14,4,27,27,54,1120
2390,BD,ND,5,20,0.987299,0.489292,0.1477,5,4,27,0,72,1600
2391,BD,ND,5,20,0.938461,0.688659,0.269538,13,3,181,0,91,9360
2392,BD,ND,5,15,0.998097,0.507712,0.19531,6,3,89,0,73,3240
2393,BD,ND,7,20,0.857603,0.4187,0.240341,13,3,133,0,91,9360
2394,BD,ND,7,5,0.873775,0.557239,0.101686,5,4,7,0,71,400
2395,BD,ND,7,20,0.982312,0.453457,0.148263,13,4,23,0,88,4160
2396,BD,ND,7,20,0.992009,0.654359,0.243436,6,3,126,0,75,4320
2397,BD,ND,7,5,0.967347,0.543602,0.131449,1,4,3,0,60,80
2398,BD,ND,3,10,0.950578,0.420816,0.12678,2,4,9,0,67,320
2399,BD,ND,7,15,0.905953,0.407219,0.282858,5,2,194,0,73,4800
2400,BD,ND,3,20,0.839995,0.604554,0.223868,9,2,178,0,82,11520
2401,BD,ND,7,15,0.940326,0.492232,0.266812,11,2,183,0,85,10560
2402,BD,ND,7,20,0.861447,0.420597,0.103947,12,2,74,0,87,15360
2403,BD,ND,7,5,0.89914,0.432926,0.24341,12,4,159,159,54,960
2404,BD,ND,7,10,0.839767,0.486193,0.265389,14,3,179,0,91,5040
2405,BD,ND,7,5,0.87835,0.416937,0.254158,8,2,116,0,81,2560
2406,BD,ND,5,10,0.883473,0.686876,0.247743,7,3,134,0,79,2520
2407,BD,ND,7,20,0.96269,0.581299,0.194527,6,2,134,0,75,7680
2408,BD,ND,7,10,0.970676,0.570353,0.152259,10,4,17,0,84,1600
2409,BD,ND,5,5,0.932783,0.699925,0.252599,2,4,165,165,54,160
2410,BD,ND,7,5,0.949362,0.534013,0.217493,2,3,53,53,54,360
2411,BD,ND,5,15,0.815709,0.510385,0.152948,8,2,84,0,81,7680
2412,BD,ND,7,15,0.955332,0.425589,0.167402,6,2,86,0,77,5760
2413,BD,ND,7,15,0.856715,0.610034,0.148011,13,4,24,0,87,3120
2414,BD,ND,7,10,0.935927,0.58506,0.290225,5,4,234,234,54,800
2415,BD,ND,7,20,0.8775,0.695917,0.22301,6,3,82,0,74,4320
2416,BD,ND,5,20,0.953068,0.542531,0.231497,8,3,115,0,77,5760
2417,BD,ND,5,10,0.872084,0.412744,0.197444,2,2,90,0,66,1280
2418,BD,ND,5,5,0.852623,0.466368,0.242677,12,3,87,87,54,2160
2419,BD,ND,7,20,0.844975,0.442027,0.111371,11,3,49,0,84,7920
2420,BD,ND,3,20,0.863822,0.519942,0.194107,10,4,69,69,54,3200
2421,BD,ND,3,10,0.937267,0.674074,0.111925,10,3,22,0,85,3600
2422,BD,ND,3,5,0.852864,0.659855,0.160259,5,3,29,0,71,900
2423,BD,ND,7,10,0.91453,0.530188,0.181607,9,4,46,0,77,1440
2424,BD,ND,5,10,0.851646,0.526403,0.139151,14,4,19,0,88,2240
2425,BD,ND,7,5,0.882359,0.499743,0.268831,5,4,243,243,54,400
2426,BD,ND,7,5,0.8461,0.425466,0.17457,5,3,20,0,72,900
2427,BD,ND,7,10,0.810078,0.550736,0.240453,3,3,103,63,62,1080
2428,BD,ND,7,15,0.864907,0.510942,0.102093,13,3,25,0,88,7020
2429,BD,ND,7,5,0.907259,0.437839,0.121028,10,3,3,0,83,1800
2430,BD,ND,5,10,0.981707,0.606739,0.171994,7,3,34,0,75,2520
2431,BD,ND,5,20,0.939664,0.542216,0.134779,3,4,30,0,71,960
2432,BD,ND,7,15,0.897944,0.45821,0.197654,5,4,50,0,69,1200
2433,BD,ND,3,5,0.867856,0.697595,0.239089,10,3,111,111,54,1800
2434,BD,ND,5,15,0.99644,0.688402,0.113577,2,2,49,0,65,1920
2435,BD,ND,7,20,0.880741,0.527759,0.293851,7,2,254,0,76,8960
2436,BD,ND,3,20,0.993056,0.430621,0.279623,2,2,237,0,67,2560
2437,BD,ND,7,15,0.98537,0.431344,0.140308,4,3,29,0,69,2160
2438,BD,ND,7,15,0.965556,0.466565,0.27325,9,4,236,236,54,2160
2439,BD,ND,7,5,0.84039,0.542272,0.139401,2,3,9,0,67,360
2440,BD,ND,5,10,0.857894,0.533516,0.202322,3,4,46,46,54,480
2441,BD,ND,5,20,0.89626,0.540803,0.237554,10,4,161,161,54,3200
2442,BD,ND,7,10,0.911315,0.40004,0.27957,15,2,189,0,91,9600
2443,BD,ND,5,10,0.836337,0.646007,0.218268,4,4,76,76,54,640
2444,BD,ND,3,5,0.908441,0.414845,0.257941,4,4,201,201,54,320
2445,BD,ND,7,10,0.981266,0.590765,0.253682,2,3,153,0,66,720
2446,BD,ND,5,20,0.90877,0.540301,0.204653,1,3,119,0,61,720
2447,BD,ND,7,15,0.85009,0.555943,0.159472,10,3,43,0,85,5400
2448,BD,ND,7,10,0.95764,0.438096,0.12413,11,4,18,0,80,1760
2449,BD,ND,5,10,0.858713,0.463494,0.191831,2,3,61,54,59,720
2450,BD,ND,5,20,0.987192,0.469246,0.180891,4,2,155,0,70,5120
2451,BD,ND,3,15,0.915327,0.401951,0.187996,10,2,100,0,82,9600
2452,BD,ND,3,15,0.859962,0.521173,0.149737,5,3,42,0,73,2700
2453,BD,ND,7,20,0.808588,0.40751,0.160612,15,4,21,0,94,4800
2454,BD,ND,7,10,0.869599,0.400084,0.133267,1,2,43,0,66,640
2455,BD,ND,5,20,0.919304,0.680714,0.116882,2,3,51,0,64,1440
2456,BD,ND,7,5,0.87559,0.676861,0.274543,10,2,174,0,81,3200
2457,BD,ND,3,10,0.892366,0.528076,0.264144,2,4,200,200,54,320
2458,BD,ND,5,10,0.912686,0.695506,0.231603,15,4,100,100,54,2400
2459,BD,ND,7,5,0.830591,0.577168,0.104697,14,2,13,0,93,4480
2460,BD,ND,7,5,0.849082,0.691884,0.276753,6,2,187,0,73,1920
2461,BD,ND,3,15,0.927125,0.440448,0.175017,10,4,41,41,54,2400
2462,BD,ND,7,15,0.825557,0.691052,0.176987,15,3,67,0,92,8100
2463,BD,ND,5,20,0.920229,0.636939,0.107878,10,3,42,0,83,7200
2464,BD,ND,5,20,0.891931,0.482108,0.15304,7,2,103,0,77,8960
2465,BD,ND,5,10,0.946416,0.414413,0.13885,1,3,23,0,60,360
2466,BD,ND,3,5,0.813245,0.637514,0.195272,12,4,49,49,54,960
2467,BD,ND,7,10,0.831288,0.685143,0.150444,11,3,29,0,81,3960
2468,BD,ND,3,20,0.80076,0.556406,0.231051,3,2,174,0,68,3840
2469,BD,ND,5,15,0.876071,0.454568,0.176395,3,4,41,0,71,720
2470,BD,ND,7,15,0.843828,0.625322,0.15518,11,2,79,0,84,10560
2471,BD,ND,5,10,0.987884,0.67426,0.130314,15,3,21,0,93,5400
2472,BD,ND,3,15,0.94408,0.669855,0.21061,10,4,70,70,54,2400
2473,BD,ND,7,15,0.872751,0.503705,0.128944,5,3,31,0,73,2700
2474,BD,ND,3,20,0.997078,0.59344,0.283625,1,3,235,227,55,720
2475,BD,ND,5,15,0.999811,0.567082,0.296838,6,4,275,275,54,1440
2476,BD,ND,7,20,0.87564,0.589182,0.291452,9,2,253,0,83,11520
2477,BD,ND,3,15,0.967199,0.53608,0.144507,15,3,50,0,91,8100
2478,BD,ND,5,10,0.912934,0.518395,0.192501,9,2,91,0,80,5760
2479,BD,ND,3,15,0.844358,0.464565,0.21906,13,3,104,0,86,7020
2480,BD,ND,7,5,0.883552,0.559164,0.211946,1,3,65,65,54,180
2481,BD,ND,7,10,0.890863,0.632603,0.223284,7,2,103,0,79,4480
2482,BD,ND,5,5,0.982219,0.46361,0.163119,7,4,17,17,54,560
