run,strategy,detection,d,I,pr,pm,cs,ni,im,N_lethal,N_min,T_min,N_inoc
1,BD,ND,5,5,0.847198,0.690755,0.228802,2,4,135,135,54,160
2,BD,ND,7,10,0.990747,0.638418,0.127891,8,2,46,0,77,5120
3,BD,ND,7,5,0.804538,0.685457,0.193476,10,4,45,0,80,800
4,BD,ND,7,10,0.920626,0.600248,0.190852,5,2,90,0,72,3200
5,BD,ND,7,20,0.939731,0.630553,0.220986,9,4,104,0,80,2880
6,BD,ND,3,15,0.892525,0.690652,0.270395,1,2,197,139,56,960
7,BD,ND,7,10,0.855261,0.528377,0.223305,6,3,87,0,73,2160
8,BD,ND,7,5,0.964447,0.472406,0.234681,2,3,107,107,54,360
9,BD,ND,7,20,0.87394,0.601114,0.104453,15,2,64,0,92,19200
10,BD,ND,5,15,0.950639,0.680123,0.116318,6,4,18,0,73,1440
11,BD,ND,7,15,0.844756,0.451156,0.175085,5,3,66,0,72,2700
12,BD,ND,7,15,0.901378,0.637486,0.205014,3,3,72,0,68,1620
13,BD,ND,5,20,0.921596,0.658016,0.124066,14,3,58,0,90,10080
14,BD,ND,3,5,0.85552,0.624917,0.280674,1,2,215,215,54,320
15,BD,ND,7,20,0.999702,0.452714,0.190993,3,2,127,0,68,3840
16,BD,ND,5,10,0.94895,0.641711,0.147192,13,2,74,0,87,8320
17,BD,ND,7,5,0.995434,0.683155,0.134877,7,2,29,0,77,2240
18,BD,ND,7,10,0.925166,0.411609,0.197338,11,4,41,41,54,1760
19,BD,ND,5,15,0.86508,0.449401,0.149515,10,4,26,26,54,2400
20,BD,ND,7,5,0.885838,0.528451,0.156757,4,3,23,0,68,720
21,BD,ND,5,15,0.992396,0.415913,0.283886,13,4,259,0,99,3120
22,BD,ND,7,10,0.941043,0.571241,0.117693,1,4,11,0,58,160
23,BD,ND,3,5,0.979833,0.516654,0.175473,14,3,31,0,93,2520
24,BD,ND,7,5,0.870639,0.4023,0.118448,7,4,7,0,74,560
25,BD,ND,7,5,0.937462,0.634239,0.109137,11,3,12,0,84,1980
26,BD,ND,3,10,0.976259,0.49349,0.115279,13,4,11,0,85,2080
27,BD,ND,7,15,0.886097,0.582985,0.281415,1,2,180,115,56,960
28,BD,ND,7,5,0.990575,0.65603,0.274935,15,2,150,0,92,4800
29,BD,ND,7,5,0.886379,0.539865,0.166821,4,3,23,0,68,720
30,BD,ND,3,10,0.916377,0.564803,0.213948,11,2,85,0,84,7040
31,BD,ND,3,5,0.825165,0.42279,0.281094,10,4,285,285,54,800
32,BD,ND,5,10,0.823633,0.409607,0.16414,2,3,34,0,64,720
33,BD,ND,7,20,0.835776,0.692216,0.178344,6,4,34,0,75,1920
34,BD,ND,7,20,0.878502,0.430189,0.256603,15,2,212,0,94,19200
35,BD,ND,7,10,0.894528,0.411182,0.135646,7,4,12,0,77,1120
36,BD,ND,3,20,0.964428,0.583642,0.268231,6,2,222,0,76,7680
37,BD,ND,3,10,0.883159,0.472533,0.263065,2,4,203,203,54,320
38,BD,ND,3,10,0.933583,0.539919,0.237095,3,4,134,134,54,480
39,BD,ND,5,10,0.805038,0.419497,0.142814,13,2,65,0,89,8320
40,BD,ND,7,10,0.938872,0.541827,0.286778,9,2,169,0,80,5760
41,BD,ND,7,10,0.803695,0.545545,0.225059,5,2,94,0,73,3200
42,BD,ND,7,20,0.972943,0.443028,0.196954,4,3,72,0,72,2880
43,BD,ND,3,20,0.864718,0.566346,0.231378,4,3,106,0,72,2880
44,BD,ND,5,20,0.858024,0.676576,0.282442,12,4,197,197,54,3840
45,BD,ND,3,15,0.818883,0.499366,0.113968,7,3,39,0,77,3780
46,BD,ND,7,20,0.92831,0.616971,0.129268,8,3,44,0,77,5760
47,BD,ND,3,10,0.953182,0.406033,0.162387,3,2,63,0,69,1920
48,BD,ND,3,15,0.946579,0.543515,0.241433,9,4,155,155,54,2160
49,BD,ND,3,10,0.999124,0.56548,0.104527,7,3,22,0,75,2520
50,BD,ND,5,15,0.983245,0.698988,0.126396,14,4,12,0,90,3360
51,BD,ND,7,20,0.819734,0.418075,0.189572,12,2,147,0,88,15360
52,BD,ND,5,5,0.827425,0.522677,0.130484,2,2,28,0,63,640
53,BD,ND,7,5,0.991702,0.696934,0.119522,11,3,8,0,84,1980
54,BD,ND,7,10,0.826127,0.412378,0.268276,1,3,162,162,54,360
55,BD,ND,7,5,0.944563,0.617643,0.253324,6,4,181,181,54,480
56,BD,ND,7,5,0.94669,0.56845,0.225525,15,4,113,113,54,1200
57,BD,ND,7,20,0.887959,0.639609,0.13888,7,3,47,0,79,5040
58,BD,ND,5,15,0.926658,0.549118,0.13136,5,3,34,0,74,2700
59,BD,ND,7,10,0.964125,0.483769,0.216963,1,4,65,65,54,160
60,BD,ND,3,15,0.821779,0.613558,0.249901,13,2,162,0,89,12480
61,BD,ND,3,20,0.893291,0.53223,0.270255,14,4,233,130,106,4480
62,BD,ND,7,20,0.976286,0.610603,0.111955,4,3,54,0,71,2880
63,BD,ND,7,10,0.814931,0.644093,0.13376,10,4,17,0,81,1600
64,BD,ND,3,15,0.889232,0.449589,0.290415,5,4,313,313,54,1200
65,BD,ND,3,20,0.959094,0.605713,0.196683,7,2,139,0,76,8960
66,BD,ND,5,20,0.986263,0.67628,0.257435,13,2,227,0,89,16640
67,BD,ND,5,10,0.974808,0.681206,0.288875,10,4,222,222,54,1600
68,BD,ND,5,10,0.80892,0.612718,0.137254,14,4,9,0,90,2240
69,BD,ND,5,20,0.994313,0.542141,0.130683,10,2,81,0,82,12800
70,BD,ND,7,20,0.825137,0.644875,0.179949,5,2,129,0,73,6400
71,BD,ND,5,5,0.892246,0.562777,0.247787,2,2,119,119,54,640
72,BD,ND,3,20,0.97352,0.411534,0.248116,11,3,164,0,86,7920
73,BD,ND,7,10,0.982241,0.474371,0.187524,10,3,38,0,83,3600
74,BD,ND,5,10,0.938953,0.427123,0.256896,12,4,162,162,54,1920
75,BD,ND,7,15,0.898178,0.478227,0.182963,11,3,64,0,85,5940
76,BD,ND,7,15,0.888712,0.581392,0.223484,6,2,126,0,73,5760
77,BD,ND,5,5,0.896402,0.480387,0.21288,11,3,58,0,87,1980
78,BD,ND,7,15,0.944295,0.606896,0.20496,2,3,75,0,68,1080
79,BD,ND,7,15,0.960214,0.507177,0.144824,12,4,15,0,85,2880
80,BD,ND,5,15,0.978248,0.544287,0.105739,6,4,19,0,73,1440
81,BD,ND,3,20,0.934545,0.614768,0.298538,8,2,281,0,81,10240
82,BD,ND,7,20,0.835842,0.458893,0.238909,4,3,125,0,69,2880
83,BD,ND,7,5,0.853996,0.575554,0.255015,9,4,210,210,54,720
84,BD,ND,5,5,0.823165,0.556998,0.173431,5,3,27,0,69,900
85,BD,ND,5,20,0.823798,0.453924,0.103003,10,2,79,0,82,12800
86,BD,ND,5,5,0.961448,0.523219,0.213835,14,3,63,0,91,2520
87,BD,ND,5,15,0.872543,0.619337,0.198012,14,4,50,0,88,3360
88,BD,ND,7,20,0.862262,0.646617,0.213081,14,3,100,0,90,10080
89,BD,ND,7,10,0.910668,0.568173,0.287593,9,3,170,0,81,3240
90,BD,ND,5,15,0.849175,0.603757,0.262309,9,2,198,0,80,8640
91,BD,ND,7,15,0.987099,0.518671,0.118686,3,2,57,0,69,2880
92,BD,ND,5,15,0.879065,0.452649,0.256204,5,2,186,0,74,4800
93,BD,ND,7,20,0.981903,0.430545,0.134781,7,4,21,0,76,2240
94,BD,ND,5,15,0.93637,0.560712,0.187653,5,3,53,0,72,2700
95,BD,ND,5,10,0.924594,0.658296,0.109932,15,3,29,0,92,5400
96,BD,ND,3,15,0.947519,0.415219,0.131409,12,4,24,0,85,2880
97,BD,ND,3,10,0.924181,0.457001,0.21215,5,3,69,0,71,1800
98,BD,ND,7,15,0.975363,0.510776,0.266976,13,3,151,0,88,7020
99,BD,ND,5,5,0.996783,0.473868,0.201055,3,3,76,76,54,540
100,BD,ND,7,20,0.912098,0.639934,0.256022,13,2,241,0,89,16640
101,BD,ND,5,5,0.822728,0.577099,0.15171,11,4,7,0,83,880
102,BD,ND,5,20,0.935517,0.496468,0.259958,15,4,160,0,91,4800
103,BD,ND,3,10,0.98974,0.490915,0.138217,9,4,20,0,77,1440
104,BD,ND,7,5,0.932067,0.675797,0.235505,3,4,110,110,54,240
105,BD,ND,5,10,0.92282,0.468669,0.178142,10,3,48,0,82,3600
106,BD,ND,7,10,0.942166,0.635489,0.266536,9,4,208,208,54,1440
107,BD,ND,3,5,0.849303,0.55872,0.164814,5,4,15,15,54,400
108,BD,ND,5,15,0.806224,0.615559,0.265457,14,3,153,0,90,7560
109,BD,ND,5,15,0.905152,0.47194,0.28191,10,2,261,0,85,9600
110,BD,ND,7,15,0.879602,0.41295,0.207065,15,4,51,0,92,3600
111,BD,ND,5,10,0.935677,0.620832,0.166081,14,4,24,0,87,2240
112,BD,ND,5,15,0.955305,0.403133,0.142613,10,4,28,0,84,2400
113,BD,ND,7,5,0.877068,0.50574,0.274673,1,3,156,156,54,180
114,BD,ND,3,20,0.931101,0.572687,0.150166,3,2,115,0,68,3840
115,BD,ND,7,5,0.918403,0.530627,0.145919,5,2,26,0,73,1600
116,BD,ND,7,5,0.907371,0.648548,0.227029,14,3,79,0,87,2520
117,BD,ND,7,10,0.937501,0.674304,0.103504,14,4,8,0,93,2240
118,BD,ND,7,15,0.876119,0.576566,0.218179,12,4,83,0,87,2880
119,BD,ND,3,20,0.992938,0.527516,0.117231,6,3,42,0,75,4320
120,BD,ND,7,5,0.870168,0.65539,0.270002,11,3,220,220,54,1980
121,BD,ND,7,15,0.815107,0.512524,0.261701,11,3,173,0,87,5940
122,BD,ND,7,15,0.871341,0.600721,0.194812,13,2,114,0,89,12480
123,BD,ND,5,20,0.819221,0.562424,0.131181,1,3,40,0,60,720
124,BD,ND,7,10,0.928354,0.459627,0.207337,7,4,63,0,75,1120
125,BD,ND,7,5,0.948303,0.575963,0.288233,9,3,259,259,54,1620
126,BD,ND,3,20,0.946774,0.61561,0.200846,13,3,85,0,88,9360
127,BD,ND,5,10,0.813829,0.524278,0.131845,10,4,14,0,81,1600
128,BD,ND,5,10,0.927468,0.631823,0.141006,2,3,28,0,65,720
129,BD,ND,7,5,0.808869,0.543454,0.186084,1,4,47,47,54,80
130,BD,ND,5,15,0.818096,0.483799,0.158604,11,2,74,0,85,10560
131,BD,ND,5,10,0.806209,0.540938,0.147163,12,2,52,0,89,7680
132,BD,ND,7,5,0.809328,0.65025,0.186167,12,2,44,0,84,3840
133,BD,ND,3,20,0.82467,0.444226,0.131281,11,2,96,0,85,14080
134,BD,ND,7,15,0.888279,0.619254,0.237448,13,2,142,0,90,12480
135,BD,ND,7,20,0.878986,0.456772,0.128695,15,4,21,0,94,4800
136,BD,ND,7,10,0.810089,0.491155,0.231788,1,3,75,42,56,360
137,BD,ND,7,5,0.834968,0.520885,0.273647,5,2,161,0,71,1600
138,BD,ND,3,5,0.931975,0.498391,0.162726,1,4,18,0,60,80
139,BD,ND,5,10,0.833064,0.636594,0.288213,11,2,226,0,87,7040
140,BD,ND,5,5,0.800972,0.631717,0.170082,7,4,13,0,79,560
141,BD,ND,3,5,0.877017,0.588356,0.201977,13,4,62,62,54,1040
142,BD,ND,5,20,0.933268,0.695975,0.27431,4,4,272,272,54,1280
143,BD,ND,3,10,0.88574,0.497732,0.102237,12,2,35,0,84,7680
144,BD,ND,7,5,0.923842,0.58667,0.11087,4,2,23,0,71,1280
145,BD,ND,5,10,0.855658,0.563101,0.293086,6,3,234,0,77,2160
146,BD,ND,7,5,0.829475,0.593941,0.100997,5,3,9,0,74,900
147,BD,ND,7,15,0.828653,0.622646,0.17673,15,2,91,0,95,14400
148,BD,ND,5,20,0.903439,0.59448,0.213056,3,4,98,0,65,960
149,BD,ND,7,10,0.861075,0.607965,0.154338,12,3,32,0,85,4320
150,BD,ND,7,10,0.86898,0.455555,0.228156,8,4,84,0,79,1280
151,BD,ND,7,20,0.813577,0.658799,0.100038,1,3,51,0,60,720
152,BD,ND,7,20,0.856668,0.481229,0.170544,8,3,58,0,81,5760
153,BD,ND,3,5,0.995393,0.655208,0.117703,5,2,24,0,73,1600
154,BD,ND,5,15,0.828948,0.47452,0.247109,7,3,116,0,77,3780
155,BD,ND,7,20,0.957751,0.469511,0.251204,6,4,155,0,73,1920
156,BD,ND,5,20,0.842347,0.622125,0.249023,9,3,153,0,81,6480
157,BD,ND,3,5,0.933611,0.634024,0.245798,2,2,110,17,61,640
158,BD,ND,5,10,0.873381,0.553682,0.129603,13,3,32,0,89,4680
159,BD,ND,3,10,0.936935,0.437504,0.220159,13,4,80,80,54,2080
160,BD,ND,7,20,0.82641,0.651105,0.21807,1,3,96,0,62,720
161,BD,ND,5,15,0.851591,0.675506,0.100618,5,4,10,0,72,1200
162,BD,ND,7,15,0.851372,0.445103,0.275803,13,3,188,0,89,7020
163,BD,ND,7,15,0.945034,0.496598,0.16697,4,4,35,0,68,960
164,BD,ND,7,15,0.913756,0.420232,0.256555,6,3,128,0,77,3240
165,BD,ND,7,10,0.915418,0.478311,0.113271,7,4,11,0,75,1120
166,BD,ND,5,10,0.841691,0.426442,0.263993,2,4,164,164,54,320
167,BD,ND,5,5,0.858206,0.663163,0.244109,14,3,101,101,54,2520
168,BD,ND,3,5,0.800412,0.559062,0.233722,14,4,121,121,54,1120
169,BD,ND,7,10,0.875065,0.526952,0.290977,10,4,248,248,54,1600
170,BD,ND,5,15,0.839317,0.411494,0.202768,7,4,72,0,78,1680
171,BD,ND,7,20,0.838011,0.642625,0.170614,13,4,38,0,88,4160
172,BD,ND,5,20,0.893217,0.57902,0.19693,12,2,127,0,86,15360
173,BD,ND,7,5,0.968946,0.564541,0.150019,5,4,9,0,71,400
174,BD,ND,7,5,0.874776,0.44074,0.199642,5,4,69,69,54,400
175,BD,ND,5,20,0.995168,0.581095,0.194688,3,4,43,0,68,960
176,BD,ND,3,10,0.857668,0.429209,0.183309,10,4,41,41,54,1600
177,BD,ND,3,15,0.870845,0.63894,0.262298,2,3,164,128,58,1080
178,BD,ND,7,15,0.867206,0.484287,0.280177,13,4,214,214,54,3120
179,BD,ND,5,10,0.903242,0.519919,0.164613,13,2,65,0,89,8320
180,BD,ND,5,20,0.958748,0.644681,0.281691,3,3,223,0,68,2160
181,BD,ND,3,20,0.808698,0.470357,0.295242,11,4,324,324,54,3520
182,BD,ND,3,5,0.843395,0.579867,0.25733,11,3,142,142,54,1980
183,BD,ND,7,20,0.807575,0.567652,0.15733,3,4,31,0,67,960
184,BD,ND,5,5,0.99375,0.550567,0.165747,3,2,28,0,66,960
185,BD,ND,5,15,0.865967,0.592253,0.193801,11,2,106,0,85,10560
186,BD,ND,7,20,0.877874,0.578431,0.215564,3,3,106,0,69,2160
187,BD,ND,7,5,0.909464,0.551874,0.173906,15,4,20,0,87,1200
188,BD,ND,7,5,0.971409,0.461706,0.188593,12,4,26,26,54,960
189,BD,ND,3,15,0.967696,0.438219,0.230208,13,2,132,0,88,12480
190,BD,ND,7,15,0.845742,0.546479,0.212934,12,2,103,0,87,11520
191,BD,ND,3,5,0.892673,0.559371,0.134086,4,2,27,0,71,1280
192,BD,ND,7,20,0.801191,0.623423,0.101921,13,3,45,0,88,9360
193,BD,ND,7,20,0.965294,0.400098,0.277819,2,3,186,0,66,1440
194,BD,ND,3,20,0.829096,0.633027,0.288908,2,2,286,0,69,2560
195,BD,ND,5,10,0.913991,0.569156,0.174826,1,2,67,0,62,640
196,BD,ND,3,10,0.838404,0.459223,0.249503,11,4,161,161,54,1760
197,BD,ND,3,10,0.966958,0.668127,0.170236,3,3,31,24,63,1080
198,BD,ND,7,15,0.886171,0.579326,0.215218,12,4,62,0,84,2880
199,BD,ND,7,20,0.982043,0.418216,0.223763,13,4,84,0,85,4160
200,BD,ND,3,20,0.800673,0.677859,0.15416,4,4,37,0,71,1280
201,BD,ND,5,10,0.974474,0.67885,0.126502,1,2,29,0,60,640
202,BD,ND,3,15,0.836499,0.69933,0.168163,14,2,90,0,91,13440
203,BD,ND,7,10,0.944727,0.613886,0.289014,9,4,239,239,54,1440
204,BD,ND,7,15,0.820874,0.445285,0.260345,14,2,158,0,89,13440
205,BD,ND,5,10,0.870201,0.485016,0.186038,5,4,25,0,70,800
206,BD,ND,5,10,0.925975,0.527138,0.187415,1,2,57,0,61,640
207,BD,ND,7,5,0.911284,0.506699,0.20999,4,2,76,0,67,1280
208,BD,ND,7,5,0.992518,0.445815,0.292606,1,3,259,259,54,180
209,BD,ND,3,5,0.81457,0.536134,0.171659,5,3,15,0,72,900
210,BD,ND,7,20,0.958829,0.526138,0.187225,1,2,139,0,63,1280
211,BD,ND,7,5,0.996988,0.641453,0.158521,7,2,16,0,75,2240
212,BD,ND,5,15,0.989846,0.591906,0.264401,6,4,191,191,54,1440
213,BD,ND,3,5,0.973591,0.548722,0.123061,13,4,5,0,85,1040
214,BD,ND,7,5,0.838236,0.451767,0.18481,11,3,36,0,82,1980
215,BD,ND,7,5,0.985641,0.628578,0.250159,14,4,159,159,54,1120
216,BD,ND,7,15,0.981626,0.632701,0.22472,13,3,107,0,91,7020
217,BD,ND,3,15,0.834551,0.673392,0.203163,3,4,62,62,54,720
218,BD,ND,3,20,0.817954,0.677981,0.168599,6,3,61,0,76,4320
219,BD,ND,7,20,0.824901,0.474467,0.240529,2,3,147,0,64,1440
220,BD,ND,5,10,0.88486,0.543785,0.155461,7,4,13,0,74,1120
221,BD,ND,7,15,0.924022,0.433232,0.203217,11,4,66,0,86,2640
222,BD,ND,7,5,0.918206,0.484223,0.258628,13,3,159,159,54,2340
223,BD,ND,7,20,0.96748,0.661853,0.297942,13,4,265,0,86,4160
224,BD,ND,3,10,0.940908,0.585773,0.184841,9,4,54,54,54,1440
225,BD,ND,7,15,0.977651,0.404277,0.232074,5,4,117,117,54,1200
226,BD,ND,7,20,0.818708,0.66589,0.136907,5,3,60,0,73,3600
227,BD,ND,5,10,0.918305,0.581743,0.145519,13,4,20,0,86,2080
228,BD,ND,3,5,0.903154,0.541695,0.186395,4,3,33,0,69,720
229,BD,ND,3,5,0.980585,0.609233,0.190419,12,2,41,0,86,3840
230,BD,ND,7,5,0.908564,0.669622,0.268328,14,4,196,196,54,1120
231,BD,ND,7,10,0.881033,0.632676,0.174791,4,4,25,0,69,640
232,BD,ND,7,20,0.869751,0.505537,0.146617,11,3,70,0,84,7920
233,BD,ND,7,20,0.809874,0.676316,0.179086,13,3,79,0,91,9360
234,BD,ND,7,20,0.964561,0.586746,0.184229,13,2,150,0,91,16640
235,BD,ND,3,5,0.950659,0.568772,0.150405,5,3,15,0,73,900
236,BD,ND,7,20,0.886852,0.690372,0.145183,9,4,18,0,78,2880
237,BD,ND,7,10,0.853123,0.486136,0.114035,5,3,27,0,71,1800
238,BD,ND,5,10,0.980062,0.415053,0.105604,12,3,25,0,89,4320
239,BD,ND,3,20,0.987026,0.65563,0.251823,10,4,149,149,54,3200
240,BD,ND,7,5,0.943383,0.550975,0.133929,1,3,13,0,57,180
241,BD,ND,7,20,0.876819,0.66204,0.20011,3,3,100,0,69,2160
242,BD,ND,7,15,0.98046,0.524423,0.259623,14,3,149,0,90,7560
243,BD,ND,5,20,0.981047,0.449213,0.200266,3,2,130,0,70,3840
244,BD,ND,5,10,0.948384,0.647484,0.281104,5,4,283,283,54,800
245,BD,ND,7,5,0.849976,0.408877,0.227836,12,2,84,0,85,3840
246,BD,ND,7,10,0.861768,0.538393,0.106087,1,4,5,0,59,160
247,BD,ND,5,15,0.94385,0.406202,0.246878,6,4,176,176,54,1440
248,BD,ND,7,15,0.942197,0.616635,0.293378,2,2,251,0,68,1920
249,BD,ND,5,5,0.944036,0.425431,0.185654,14,2,52,0,90,4480
250,BD,ND,3,10,0.856171,0.639781,0.254935,3,3,162,162,54,1080
251,BD,ND,5,15,0.983942,0.534396,0.152169,6,4,16,0,74,1440
252,BD,ND,5,15,0.927438,0.647572,0.14254,10,2,66,0,81,9600
253,BD,ND,5,10,0.864682,0.482665,0.279531,10,2,174,0,83,6400
254,BD,ND,5,10,0.860641,0.41921,0.177982,10,3,45,0,81,3600
255,BD,ND,7,20,0.872067,0.532665,0.109313,12,3,48,0,86,8640
256,BD,ND,7,20,0.859084,0.4088,0.214729,8,2,171,0,79,10240
257,BD,ND,7,15,0.916561,0.404844,0.236828,13,2,162,0,90,12480
258,BD,ND,3,20,0.924362,0.489818,0.273593,14,2,262,0,93,17920
259,BD,ND,7,5,0.989211,0.616275,0.279354,7,2,178,0,74,2240
260,BD,ND,7,15,0.862649,0.432245,0.229524,7,3,103,0,76,3780
261,BD,ND,5,15,0.8222,0.466522,0.104897,2,3,25,0,69,1080
262,BD,ND,5,5,0.957178,0.659721,0.164523,12,4,16,0,82,960
263,BD,ND,7,20,0.995364,0.508017,0.162406,15,3,62,0,94,10800
264,BD,ND,7,20,0.831329,0.68252,0.154205,13,2,102,0,90,16640
265,BD,ND,3,15,0.998698,0.465284,0.116858,12,3,37,0,89,6480
266,BD,ND,5,5,0.871037,0.509166,0.255735,8,3,147,147,54,1440
267,BD,ND,7,20,0.996821,0.585313,0.133199,2,2,89,0,65,2560
268,BD,ND,5,20,0.903578,0.507869,0.278378,13,3,180,0,91,9360
269,BD,ND,5,5,0.966154,0.616864,0.215238,6,2,59,0,73,1920
270,BD,ND,7,20,0.930523,0.523017,0.200501,2,3,71,0,69,1440
271,BD,ND,7,20,0.975853,0.496185,0.175235,13,2,133,0,89,16640
272,BD,ND,7,5,0.876237,0.506814,0.153267,8,3,20,0,75,1440
273,BD,ND,5,20,0.805895,0.427544,0.135325,9,2,104,0,81,11520
274,BD,ND,7,15,0.951694,0.499469,0.260219,13,3,139,0,89,7020
275,BD,ND,3,10,0.845097,0.533914,0.257962,11,4,193,193,54,1760
276,BD,ND,7,10,0.966655,0.5626,0.2923,13,2,203,0,89,8320
277,BD,ND,5,15,0.921733,0.525443,0.289367,15,3,258,0,93,8100
278,BD,ND,7,10,0.898975,0.527363,0.105035,3,3,17,0,70,1080
279,BD,ND,5,10,0.955265,0.590277,0.194384,3,3,57,0,69,1080
280,BD,ND,7,10,0.813015,0.575841,0.110144,4,2,27,0,71,2560
281,BD,ND,7,15,0.814888,0.455765,0.135266,2,4,23,0,63,480
282,BD,ND,3,10,0.965377,0.632885,0.218109,15,2,92,0,95,9600
283,BD,ND,7,15,0.879589,0.413474,0.203976,9,2,122,0,80,8640
284,BD,ND,5,15,0.976767,0.646331,0.111785,2,2,52,0,66,1920
285,BD,ND,7,20,0.874671,0.568576,0.287995,13,2,279,0,91,16640
286,BD,ND,5,15,0.880601,0.649977,0.146214,10,2,71,0,82,9600
287,BD,ND,7,10,0.949542,0.444273,0.277009,11,4,201,201,54,1760
288,BD,ND,7,10,0.948249,0.683524,0.112254,3,3,29,0,65,1080
289,BD,ND,7,15,0.827144,0.48016,0.193325,13,3,66,0,87,7020
290,BD,ND,7,20,0.957579,0.685165,0.275826,1,2,241,0,64,1280
291,BD,ND,7,15,0.997121,0.516686,0.126681,12,4,15,0,85,2880
292,BD,ND,7,10,0.810325,0.639273,0.134419,6,2,57,0,76,3840
293,BD,ND,7,5,0.850944,0.623228,0.269775,1,4,211,211,54,80
294,BD,ND,5,5,0.905318,0.488962,0.278115,14,4,254,254,54,1120
295,BD,ND,7,15,0.967054,0.592761,0.284729,7,3,191,0,76,3780
296,BD,ND,3,15,0.964076,0.583006,0.222443,12,2,117,0,87,11520
297,BD,ND,5,10,0.92947,0.600468,0.283497,11,4,257,257,54,1760
298,BD,ND,3,10,0.930076,0.683465,0.154897,1,3,38,0,61,360
299,BD,ND,5,5,0.968881,0.413746,0.275941,1,2,160,160,54,320
300,BD,ND,5,20,0.842281,0.68503,0.238403,5,4,97,97,54,1600
301,BD,ND,5,20,0.831995,0.475134,0.132137,15,4,21,0,93,4800
302,BD,ND,3,20,0.982581,0.646422,0.139758,7,2,97,0,77,8960
303,BD,ND,7,10,0.982762,0.578814,0.130414,15,3,30,0,92,5400
304,BD,ND,7,10,0.941945,0.691346,0.224324,3,4,75,75,54,480
305,BD,ND,7,10,0.984741,0.420172,0.286269,3,4,314,314,54,480
306,BD,ND,3,5,0.88003,0.598345,0.164431,15,2,41,0,93,4800
307,BD,ND,5,10,0.863596,0.407127,0.235781,15,4,88,88,54,2400
308,BD,ND,7,5,0.93642,0.505572,0.145806,12,4,19,0,85,960
309,BD,ND,7,15,0.931696,0.581271,0.176743,6,2,100,0,77,5760
310,BD,ND,7,5,0.921924,0.501073,0.237174,6,4,127,127,54,480
311,BD,ND,5,5,0.878221,0.597584,0.167754,6,4,20,0,70,480
312,BD,ND,7,20,0.931024,0.499719,0.101863,7,3,37,0,76,5040
313,BD,ND,7,5,0.923996,0.505815,0.203281,7,2,53,0,74,2240
314,BD,ND,3,20,0.920535,0.447608,0.25386,12,2,211,0,87,15360
315,BD,ND,5,15,0.997423,0.553201,0.262888,6,4,198,198,54,1440
316,BD,ND,7,10,0.914545,0.619911,0.26704,14,4,174,174,54,2240
317,BD,ND,5,15,0.949649,0.678421,0.115312,14,4,9,0,90,3360
318,BD,ND,7,5,0.895111,0.652873,0.179279,12,2,40,0,85,3840
319,BD,ND,5,5,0.875558,0.472681,0.199145,14,3,45,0,89,2520
320,BD,ND,7,10,0.976848,0.401853,0.206487,12,4,44,44,54,1920
321,BD,ND,3,15,0.882036,0.634527,0.232942,4,3,98,0,72,2160
322,BD,ND,3,20,0.883291,0.428359,0.24364,8,2,180,0,81,10240
323,BD,ND,5,10,0.999437,0.514287,0.106485,15,2,49,0,92,9600
324,BD,ND,7,10,0.891272,0.483667,0.12969,12,2,37,0,87,7680
325,BD,ND,5,15,0.919206,0.492676,0.178746,3,2,101,0,69,2880
326,BD,ND,7,15,0.872681,0.682259,0.253779,9,4,138,0,80,2160
327,BD,ND,5,5,0.972907,0.544065,0.232145,6,2,62,0,75,1920
328,BD,ND,3,5,0.917934,0.492985,0.171871,5,2,33,0,73,1600
329,BD,ND,7,10,0.840458,0.624303,0.247982,5,4,175,175,54,800
330,BD,ND,7,15,0.851087,0.4685,0.183723,8,3,71,0,79,4320
331,BD,ND,5,10,0.850203,0.696789,0.132605,5,2,42,0,71,3200
332,BD,ND,7,10,0.985846,0.455418,0.149818,12,2,60,0,86,7680
333,BD,ND,5,10,0.865891,0.683288,0.27504,11,2,207,0,87,7040
334,BD,ND,3,20,0.893693,0.607214,0.146384,2,4,36,0,65,640
335,BD,ND,5,15,0.912874,0.68667,0.119191,2,3,34,0,67,1080
336,BD,ND,7,20,0.824594,0.422466,0.11192,6,3,37,0,74,4320
337,BD,ND,3,15,0.868368,0.59207,0.18619,8,4,55,55,54,1920
338,BD,ND,7,10,0.925856,0.634652,0.10842,14,4,15,0,89,2240
339,BD,ND,5,15,0.862888,0.593415,0.26816,6,4,141,141,54,1440
340,BD,ND,7,5,0.845565,0.520288,0.242529,6,2,109,0,75,1920
341,BD,ND,7,15,0.911897,0.435772,0.234677,4,4,104,0,72,960
342,BD,ND,5,5,0.872371,0.406573,0.258034,3,3,146,146,54,540
343,BD,ND,5,10,0.877709,0.535889,0.261032,13,4,169,169,54,2080
344,BD,ND,7,5,0.811098,0.49695,0.213705,2,2,77,0,64,640
345,BD,ND,5,5,0.968013,0.513733,0.202579,1,3,38,36,55,180
346,BD,ND,7,5,0.918173,0.459195,0.297052,14,3,253,253,54,2520
347,BD,ND,5,10,0.981254,0.608288,0.156309,3,3,41,0,67,1080
348,BD,ND,3,20,0.971878,0.606382,0.263806,11,2,237,0,83,14080
349,BD,ND,7,20,0.923557,0.660343,0.139206,2,2,86,0,66,2560
350,BD,ND,7,15,0.803001,0.425292,0.132362,13,3,35,0,86,7020
