run,strategy,detection,d,I,pr,pm,cs,ni,im,N_lethal,N_min,T_min,N_inoc
2366,BR,ND,5,15,0.939475,0.620314,0.101293,10,2,61,0,85,9600
2367,BR,ND,7,15,0.997208,0.579613,0.273749,15,2,350,0,92,14400
2368,BR,ND,7,5,0.987878,0.40654,0.248507,7,3,209,209,54,1260
2369,BR,ND,5,20,0.878176,0.490237,0.196701,11,4,84,0,82,3520
2370,BR,ND,3,15,0.881991,0.663387,0.257414,1,4,214,214,54,240
2371,BR,ND,7,20,0.994462,0.55317,0.119148,4,2,88,0,71,5120
2372,BR,ND,3,20,0.918206,0.501456,0.233113,9,3,257,0,81,6480
2373,BR,ND,3,20,0.987519,0.441725,0.211775,1,2,199,67,58,1280
2374,BR,ND,7,10,0.853698,0.653893,0.157407,11,3,53,0,85,3960
2375,BR,ND,7,5,0.81344,0.578749,0.15981,8,4,41,0,75,640
2376,BR,ND,7,10,0.895494,0.493689,0.210092,14,4,89,89,54,2240
2377,BR,ND,7,15,0.93809,0.481318,0.10125,9,4,14,0,77,2160
2378,BR,ND,5,5,0.933585,0.450318,0.229651,14,3,169,169,54,2520
2379,BR,ND,7,5,0.916231,0.652361,0.115167,4,3,14,0,68,720
2380,BR,ND,5,15,0.82821,0.402439,0.151806,4,4,38,0,68,960
2381,BR,ND,7,15,0.884657,0.683623,0.289216,9,3,452,0,81,4860
2382,BR,ND,7,15,0.958731,0.65132,0.263712,7,2,304,0,76,6720
2383,BR,ND,5,15,0.935244,0.539011,0.162371,2,3,79,0,66,1080
2384,BR,ND,5,15,0.93204,0.453469,0.213491,9,4,126,0,78,2160
2385,BR,ND,7,5,0.946863,0.47596,0.138287,5,4,17,0,70,400
2386,BR,ND,5,10,0.869159,0.482962,0.252527,11,4,229,229,54,1760
2387,BR,ND,5,10,0.956499,0.486826,0.206148,4,4,91,0,73,640
2388,BR,ND,5,10,0.909012,0.519108,0.107935,7,2,44,0,76,4480
2389,BR,ND,3,15,0.870527,0.565356,0.151272,4,2,99,0,73,3840
2390,BR,ND,7,15,0.83289,0.684432,0.113484,4,4,16,0,68,960
2391,BR,ND,7,10,0.909262,0.679968,0.296885,10,2,467,0,81,6400
2392,BR,ND,7,20,0.936596,0.45229,0.254052,8,3,296,0,81,5760
2393,BR,ND,7,10,0.987663,0.673011,0.276122,5,3,370,180,67,1800
2394,BR,ND,5,10,0.97242,0.405738,0.277447,5,3,387,0,81,1800
2395,BR,ND,5,10,0.93563,0.564618,0.217348,1,4,95,95,54,160
2396,BR,ND,5,10,0.876832,0.535034,0.167642,3,3,55,55,54,1080
2397,BR,ND,7,15,0.8534,0.433732,0.29478,12,3,405,0,87,6480
2398,BR,ND,7,15,0.999918,0.531393,0.297042,14,3,491,0,91,7560
2399,BR,ND,3,20,0.848924,0.465961,0.204453,8,2,198,0,81,10240
2400,BR,ND,5,20,0.967563,0.602124,0.254888,8,4,262,262,54,2560
2401,BR,ND,7,20,0.98037,0.643371,0.266488,10,3,372,0,83,7200
2402,BR,ND,3,15,0.882173,0.411223,0.239693,11,4,201,201,54,2640
2403,BR,ND,7,15,0.952973,0.619749,0.139095,2,3,44,0,67,1080
2404,BR,ND,3,10,0.991361,0.492134,0.251179,14,2,234,0,90,8960
2405,BR,ND,7,20,0.905752,0.447607,0.264994,15,2,403,0,95,19200
2406,BR,ND,5,5,0.800582,0.430629,0.245443,1,4,213,213,54,80
2407,BR,ND,3,15,0.9487,0.46226,0.133964,14,4,28,0,87,3360
2408,BR,ND,5,20,0.855458,0.681388,0.13723,11,4,36,0,85,3520
2409,BR,ND,7,5,0.883997,0.497032,0.124316,12,3,20,0,83,2160
2410,BR,ND,5,5,0.821245,0.490275,0.217521,2,3,125,125,54,360
2411,BR,ND,5,20,0.878234,0.633187,0.173259,14,4,76,76,54,4480
2412,BR,ND,5,10,0.887169,0.568578,0.196324,14,2,153,0,91,8960
2413,BR,ND,5,15,0.879781,0.400007,0.245218,6,3,257,0,74,3240
2414,BR,ND,3,5,0.888696,0.590973,0.251822,5,3,262,262,54,900
2415,BR,ND,7,5,0.943421,0.451985,0.297952,8,4,417,417,54,640
2416,BR,ND,7,15,0.860398,0.623374,0.213607,14,3,158,0,93,7560
2417,BR,ND,5,10,0.965648,0.665419,0.204817,15,2,138,0,92,9600
2418,BR,ND,5,15,0.857388,0.59751,0.115666,5,2,55,0,72,4800
2419,BR,ND,5,10,0.978382,0.494492,0.148656,3,3,62,0,68,1080
2420,BR,ND,3,15,0.833243,0.436059,0.126152,5,3,52,0,73,2700
2421,BR,ND,7,10,0.980392,0.590162,0.193189,10,4,82,82,54,1600
2422,BR,ND,7,5,0.865865,0.632619,0.166153,12,2,60,0,84,3840
2423,BR,ND,5,10,0.914115,0.677411,0.146311,6,3,41,0,74,2160
2424,BR,ND,7,15,0.818183,0.509264,0.28459,9,2,471,0,79,8640
2425,BR,ND,5,20,0.857352,0.509517,0.252325,8,4,297,297,54,2560
2426,BR,ND,7,15,0.994854,0.42832,0.275098,10,3,407,0,83,5400
2427,BR,ND,7,15,0.809106,0.574845,0.293258,8,2,510,0,79,7680
2428,BR,ND,5,15,0.94298,0.686974,0.295556,7,4,486,486,54,1680
2429,BR,ND,5,10,0.847354,0.605684,0.226331,7,3,160,0,81,2520
2430,BR,ND,7,10,0.955323,0.573702,0.219362,10,4,104,104,54,1600
2431,BR,ND,5,10,0.972559,0.559425,0.189688,1,4,79,79,54,160
2432,BR,ND,7,20,0.906065,0.450657,0.17519,11,2,147,0,85,14080
2433,BR,ND,5,15,0.864705,0.614357,0.157814,11,2,98,0,82,10560
2434,BR,ND,5,5,0.801233,0.484154,0.183692,1,3,95,0,65,180
2435,BR,ND,7,10,0.911285,0.595237,0.291665,12,4,484,484,54,1920
2436,BR,ND,5,15,0.848218,0.664614,0.278786,1,3,410,410,54,540
2437,BR,ND,7,10,0.837238,0.574486,0.236603,8,3,171,0,78,2880
2438,BR,ND,7,20,0.978077,0.521424,0.221271,12,4,124,0,85,3840
2439,BR,ND,5,20,0.873736,0.517061,0.250974,4,4,241,241,54,1280
2440,BR,ND,7,20,0.986558,0.569274,0.159835,8,2,105,0,79,10240
2441,BR,ND,3,5,0.985565,0.447334,0.233064,12,4,193,193,54,960
2442,BR,ND,5,20,0.854548,0.667444,0.203267,9,4,127,0,78,2880
2443,BR,ND,7,15,0.800622,0.505563,0.236075,10,2,240,0,85,9600
2444,BR,ND,7,15,0.83526,0.637509,0.146095,3,4,28,0,68,720
2445,BR,ND,5,15,0.83643,0.496541,0.178083,6,4,90,90,54,1440
2446,BR,ND,5,20,0.839071,0.489827,0.184248,3,4,70,0,69,960
2447,BR,ND,3,5,0.817665,0.63594,0.211418,3,4,64,64,54,240
2448,BR,ND,5,10,0.961348,0.652197,0.265442,12,2,335,0,89,7680
2449,BR,ND,5,15,0.867895,0.451406,0.133452,13,2,97,0,90,12480
2450,BR,ND,5,10,0.979879,0.411396,0.171379,2,3,78,0,65,720
2451,BR,ND,7,15,0.863144,0.472247,0.215875,8,3,183,0,77,4320
2452,BR,ND,5,10,0.932937,0.591327,0.250479,3,4,251,251,54,480
2453,BR,ND,7,15,0.974019,0.408018,0.259237,13,4,285,141,89,3120
2454,BR,ND,5,5,0.834523,0.454786,0.233433,7,3,187,187,54,1260
2455,BR,ND,5,20,0.843114,0.532393,0.196726,5,3,136,0,73,3600
2456,BR,ND,5,15,0.992796,0.425804,0.18708,13,4,71,0,89,3120
2457,BR,ND,7,20,0.867652,0.429028,0.200343,15,4,97,0,91,4800
2458,BR,ND,7,15,0.815409,0.601754,0.10654,9,4,12,0,81,2160
2459,BR,ND,7,10,0.912727,0.594509,0.264683,2,3,326,326,54,720
2460,BR,ND,5,5,0.942836,0.621638,0.25137,6,4,232,232,54,480
2461,BR,ND,3,5,0.981338,0.574208,0.296245,3,3,474,474,54,540
2462,BR,ND,3,20,0.842484,0.516445,0.217848,9,3,171,0,83,6480
2463,BR,ND,7,20,0.929671,0.655516,0.142682,1,4,40,32,55,320
2464,BR,ND,7,15,0.827735,0.656439,0.107167,12,4,13,0,84,2880
2465,BR,ND,7,20,0.856634,0.411831,0.101804,15,3,40,0,93,10800
2466,BR,ND,5,20,0.855397,0.59908,0.274792,8,2,394,0,81,10240
2467,BR,ND,7,20,0.886417,0.529372,0.275061,7,3,426,0,76,5040
2468,BR,ND,7,10,0.973958,0.670906,0.13886,7,3,40,0,75,2520
2469,BR,ND,7,20,0.961451,0.656842,0.15696,11,2,106,0,84,14080
2470,BR,ND,3,15,0.982415,0.666186,0.289915,4,2,501,285,65,3840
2471,BR,ND,7,15,0.838488,0.610155,0.231432,14,3,198,0,89,7560
2472,BR,ND,3,20,0.909888,0.539177,0.105401,2,4,13,0,66,640
2473,BR,ND,7,5,0.819382,0.453269,0.146875,6,4,14,0,73,480
2474,BR,ND,7,15,0.962341,0.591554,0.2617,10,2,326,0,84,9600
2475,BR,ND,7,10,0.932255,0.580388,0.192496,11,4,76,0,83,1760
2476,BR,ND,5,10,0.956364,0.542196,0.226056,9,3,177,0,78,3240
2477,BR,ND,7,10,0.997986,0.415176,0.262203,7,2,277,0,77,4480
2478,BR,ND,3,15,0.884615,0.482874,0.254073,9,2,321,0,82,8640
2479,BR,ND,5,10,0.991319,0.52525,0.188723,9,2,113,0,81,5760
2480,BR,ND,7,15,0.929582,0.589221,0.221836,8,2,257,0,79,7680
2481,BR,ND,3,5,0.859623,0.688844,0.288474,4,2,357,357,54,1280
2482,BR,ND,5,15,0.992926,0.635987,0.168737,11,2,114,0,86,10560
2483,BR,ND,5,5,0.993177,0.5591,0.280611,3,3,354,354,54,540
2484,BR,ND,5,10,0.954465,0.693749,0.246319,8,3,249,103,74,2880
2485,BR,ND,5,20,0.820855,0.526115,0.287067,15,2,500,0,93,19200
2486,BR,ND,5,10,0.826304,0.419988,0.213344,13,2,150,0,89,8320
2487,BR,ND,5,15,0.85981,0.541272,0.208817,11,2,193,0,83,10560
2488,BR,ND,5,5,0.997707,0.568525,0.229355,10,2,200,0,82,3200
2489,BR,ND,7,20,0.916575,0.685735,0.169513,7,3,96,0,77,5040
2490,BR,ND,7,5,0.980741,0.479596,0.246017,4,2,205,0,72,1280
2491,BR,ND,5,5,0.902424,0.410594,0.19558,1,3,106,106,54,180
2492,BR,ND,3,10,0.88358,0.470473,0.18523,12,3,86,0,89,4320
2493,BR,ND,5,15,0.915148,0.590534,0.18306,9,3,105,0,80,4860
2494,BR,ND,5,5,0.89429,0.522867,0.189224,12,2,101,0,87,3840
2495,BR,ND,7,15,0.836908,0.559185,0.129783,1,2,75,0,63,960
2496,BR,ND,7,15,0.817006,0.513164,0.23251,12,2,227,0,87,11520
2497,BR,ND,7,10,0.855826,0.480161,0.275917,15,4,346,346,54,2400
2498,BR,ND,5,5,0.856732,0.407675,0.176695,3,2,56,0,71,960
2499,BR,ND,5,5,0.834461,0.666258,0.270242,12,4,334,334,54,960
2500,BR,ND,7,15,0.884927,0.405272,0.164719,15,4,49,0,93,3600
2501,BR,ND,5,10,0.891121,0.468673,0.189012,5,4,91,91,54,800
2502,BR,ND,3,20,0.889208,0.664559,0.215393,2,2,235,0,67,2560
2503,BR,ND,5,5,0.9501,0.406097,0.170172,8,3,28,0,78,1440
2504,BR,ND,7,10,0.940552,0.466248,0.247822,6,4,208,208,54,960
2505,BR,ND,5,5,0.975846,0.556094,0.132025,5,2,28,0,73,1600
2506,BR,ND,7,10,0.904225,0.423833,0.144873,12,3,41,0,88,4320
2507,BR,ND,5,20,0.881352,0.531123,0.266393,13,3,394,0,91,9360
2508,BR,ND,5,15,0.850475,0.443781,0.136004,15,2,102,0,95,14400
2509,BR,ND,5,20,0.965013,0.435828,0.277045,5,4,304,304,54,1600
2510,BR,ND,7,20,0.809755,0.488913,0.193887,8,4,96,0,79,2560
2511,BR,ND,7,5,0.905231,0.554135,0.264406,10,4,222,222,54,800
2512,BR,ND,3,5,0.881824,0.449804,0.281244,15,4,343,343,54,1200
2513,BR,ND,7,15,0.839277,0.404069,0.114551,12,2,65,0,89,11520
2514,BR,ND,5,20,0.9466,0.670013,0.138013,4,4,34,0,73,1280
2515,BR,ND,3,5,0.890164,0.53963,0.194764,7,4,68,68,54,560
2516,BR,ND,3,20,0.902106,0.433457,0.148156,8,4,41,0,78,2560
2517,BR,ND,7,15,0.960003,0.547792,0.118321,9,2,56,0,81,8640
2518,BR,ND,7,10,0.907473,0.434738,0.295465,4,2,482,130,66,2560
2519,BR,ND,5,10,0.919986,0.607794,0.179206,14,4,66,0,86,2240
2520,BR,ND,7,10,0.910032,0.426466,0.209496,3,4,97,97,54,480
2521,BR,ND,5,10,0.943552,0.48544,0.11036,5,2,46,0,73,3200
2522,BR,ND,5,20,0.994905,0.411592,0.259214,11,3,311,0,85,7920
2523,BR,ND,7,10,0.963518,0.506635,0.234004,6,2,221,0,73,3840
2524,BR,ND,7,15,0.870414,0.579345,0.108373,14,4,20,0,89,3360
2525,BR,ND,5,15,0.827549,0.666464,0.112042,12,3,37,0,88,6480
2526,BR,ND,7,15,0.807544,0.603477,0.258301,7,2,395,0,78,6720
2527,BR,ND,5,15,0.856557,0.606686,0.209257,10,3,146,0,82,5400
2528,BR,ND,7,5,0.978974,0.502691,0.241267,5,4,180,180,54,400
2529,BR,ND,5,5,0.815944,0.485774,0.172978,10,4,50,50,54,800
2530,BR,ND,7,15,0.946302,0.635973,0.269321,12,3,392,0,86,6480
2531,BR,ND,7,5,0.812405,0.518471,0.153365,13,4,34,0,86,1040
2532,BR,ND,7,5,0.945523,0.605029,0.230276,4,4,157,157,54,320
2533,BR,ND,7,20,0.964347,0.667332,0.193949,1,3,104,25,59,720
2534,BR,ND,5,15,0.985037,0.591507,0.162846,13,3,72,0,90,7020
2535,BR,ND,5,10,0.918272,0.661553,0.291011,10,4,367,367,54,1600
2536,BR,ND,7,10,0.932153,0.685929,0.110525,9,2,42,0,83,5760
2537,BR,ND,7,15,0.805307,0.605883,0.196785,8,4,62,0,77,1920
2538,BR,ND,7,20,0.871641,0.492055,0.11319,8,3,41,0,81,5760
2539,BR,ND,7,5,0.861797,0.657341,0.187502,5,4,67,67,54,400
2540,BR,ND,7,20,0.988457,0.534149,0.159042,15,2,112,0,93,19200
2541,BR,ND,7,15,0.814332,0.610583,0.140524,6,4,22,0,73,1440
2542,BR,ND,7,15,0.817912,0.562258,0.112977,11,2,55,0,85,10560
2543,BR,ND,3,10,0.809885,0.574975,0.234352,15,2,196,0,93,9600
2544,BR,ND,3,15,0.923131,0.454192,0.242611,1,2,320,320,54,960
2545,BR,ND,5,15,0.989614,0.450269,0.202884,7,3,127,0,76,3780
2546,BR,ND,5,20,0.823075,0.659667,0.26182,2,3,343,0,73,1440
2547,BR,ND,5,15,0.981035,0.632639,0.11669,10,3,46,0,83,5400
2548,BR,ND,7,15,0.989508,0.519281,0.122842,7,3,49,0,75,3780
2549,BR,ND,5,20,0.916003,0.52482,0.244461,4,4,214,214,54,1280
2550,BR,ND,3,20,0.921649,0.653182,0.205235,12,2,195,0,89,15360
2551,BR,ND,7,20,0.992849,0.526633,0.217546,1,2,224,0,68,1280
2552,BR,ND,7,20,0.976711,0.410982,0.196911,12,2,189,0,87,15360
2553,BR,ND,7,10,0.936914,0.460238,0.16564,2,2,73,0,64,1280
2554,BR,ND,5,10,0.946551,0.519719,0.238598,11,2,278,0,87,7040
2555,BR,ND,7,5,0.993436,0.525631,0.242492,12,4,180,180,54,960
2556,BR,ND,7,5,0.979487,0.548097,0.135259,7,3,17,0,77,1260
2557,BR,ND,3,15,0.886851,0.521125,0.131631,5,3,53,0,74,2700
2558,BR,ND,7,15,0.841885,0.669138,0.193129,5,2,126,0,75,4800
2559,BR,ND,5,5,0.834346,0.539809,0.145263,8,2,36,0,74,2560
2560,BR,ND,5,5,0.983931,0.688178,0.235441,15,2,202,0,89,4800
2561,BR,ND,5,10,0.928087,0.526067,0.297491,8,4,460,460,54,1280
2562,BR,ND,7,20,0.946853,0.522609,0.103391,15,2,70,0,94,19200
2563,BR,ND,5,15,0.814513,0.523093,0.26811,11,2,329,0,85,10560
2564,BR,ND,3,20,0.973648,0.444143,0.174642,4,4,72,72,54,1280
2565,BR,ND,5,10,0.998571,0.660742,0.224268,7,2,156,0,76,4480
2566,BR,ND,3,15,0.890549,0.632086,0.171007,6,4,68,68,54,1440
2567,BR,ND,5,5,0.876457,0.448792,0.162073,5,4,30,30,54,400
2568,BR,ND,3,15,0.85712,0.509444,0.197704,2,4,98,98,54,480
2569,BR,ND,5,15,0.854307,0.400102,0.237924,2,4,195,195,54,480
2570,BR,ND,3,10,0.969204,0.538648,0.198688,12,3,92,0,85,4320
2571,BR,ND,7,10,0.900353,0.517369,0.292696,11,2,493,0,85,7040
2572,BR,ND,3,5,0.940491,0.531344,0.278698,9,4,265,265,54,720
2573,BR,ND,7,20,0.83738,0.603705,0.158284,5,3,71,0,72,3600
2574,BR,ND,3,15,0.849458,0.647389,0.146392,9,3,58,0,78,4860
2575,BR,ND,5,15,0.916762,0.52183,0.187777,3,4,68,68,54,720
2576,BR,ND,3,5,0.964966,0.661232,0.138049,7,2,42,0,77,2240
2577,BR,ND,3,10,0.860274,0.408774,0.237185,2,3,247,247,54,720
2578,BR,ND,7,15,0.805405,0.658422,0.165993,8,4,46,0,78,1920
2579,BR,ND,7,15,0.958043,0.628241,0.122188,6,3,30,0,73,3240
2580,BR,ND,3,10,0.818473,0.569039,0.232568,12,4,186,186,54,1920
2581,BR,ND,7,5,0.85451,0.559687,0.299096,12,3,503,503,54,2160
2582,BR,ND,7,15,0.997533,0.482773,0.299676,8,2,511,0,78,7680
2583,BR,ND,7,20,0.909055,0.55501,0.148771,11,3,77,0,87,7920
2584,BR,ND,7,10,0.841234,0.504723,0.144067,10,3,37,0,80,3600
2585,BR,ND,7,15,0.952913,0.530645,0.243207,10,3,227,0,83,5400
2586,BR,ND,7,5,0.925824,0.423079,0.191139,10,3,72,0,83,1800
2587,BR,ND,5,20,0.95845,0.478276,0.179779,2,3,95,0,65,1440
2588,BR,ND,3,5,0.988038,0.623545,0.2493,3,2,219,40,66,960
2589,BR,ND,5,10,0.985992,0.403592,0.224762,3,3,165,143,63,1080
2590,BR,ND,7,5,0.851942,0.629926,0.139509,4,4,23,0,67,320
2591,BR,ND,3,5,0.848767,0.524445,0.20684,10,3,108,108,54,1800
2592,BR,ND,5,5,0.826571,0.461416,0.261248,1,3,266,266,54,180
2593,BR,ND,7,10,0.863993,0.484969,0.167823,13,2,78,0,88,8320
2594,BR,ND,3,10,0.940765,0.695265,0.272907,6,3,404,404,54,2160
2595,BR,ND,5,20,0.939014,0.586384,0.173531,15,4,72,0,90,4800
2596,BR,ND,7,15,0.883505,0.608987,0.149117,1,3,56,0,60,540
2597,BR,ND,3,5,0.807813,0.588155,0.266991,4,2,337,337,54,1280
2598,BR,ND,3,5,0.988956,0.513122,0.272852,9,2,371,371,54,2880
2599,BR,ND,5,20,0.969579,0.578799,0.197119,3,4,89,89,54,960
2600,BR,ND,5,5,0.803383,0.522281,0.218712,10,2,162,0,80,3200
2601,BR,ND,5,15,0.906215,0.653834,0.255501,1,2,280,0,73,960
2602,BR,ND,7,10,0.897835,0.59873,0.136397,10,4,16,0,78,1600
2603,BR,ND,7,10,0.941208,0.413324,0.150059,10,2,78,0,83,6400
2604,BR,ND,5,10,0.981933,0.442459,0.197366,3,3,114,0,69,1080
2605,BR,ND,3,20,0.85222,0.442974,0.276374,9,3,381,0,80,6480
2606,BR,ND,7,20,0.914674,0.461651,0.16592,4,3,93,0,72,2880
2607,BR,ND,7,10,0.979749,0.420307,0.251991,5,2,217,0,71,3200
2608,BR,ND,5,5,0.839831,0.561294,0.100755,4,3,11,0,66,720
2609,BR,ND,3,10,0.884801,0.551464,0.214084,8,4,122,122,54,1280
2610,BR,ND,7,5,0.999745,0.674882,0.210906,7,2,157,0,77,2240
2611,BR,ND,7,10,0.949694,0.504888,0.110185,9,3,27,0,78,3240
2612,BR,ND,5,5,0.897882,0.418032,0.128897,12,2,28,0,84,3840
2613,BR,ND,3,20,0.838293,0.681762,0.264436,13,4,337,337,54,4160
2614,BR,ND,7,20,0.93099,0.587167,0.202034,11,4,102,0,82,3520
2615,BR,ND,7,10,0.922215,0.65401,0.210789,6,4,141,141,54,960
2616,BR,ND,7,15,0.856198,0.451639,0.235104,5,2,247,0,72,4800
2617,BR,ND,7,10,0.97186,0.553927,0.118229,11,3,21,0,83,3960
2618,BR,ND,3,10,0.900803,0.664412,0.166082,10,4,45,45,54,1600
2619,BR,ND,7,5,0.910802,0.619413,0.269119,7,3,338,338,54,1260
2620,BR,ND,5,20,0.98798,0.695325,0.292639,15,2,515,0,94,19200
2621,BR,ND,7,15,0.887935,0.618446,0.266969,13,3,322,0,89,7020
2622,BR,ND,7,5,0.978517,0.432601,0.219839,12,4,168,168,54,960
2623,BR,ND,5,15,0.979108,0.597048,0.206795,2,3,193,0,66,1080
2624,BR,ND,7,5,0.856833,0.642642,0.132858,1,3,21,0,64,180
2625,BR,ND,5,15,0.930971,0.456019,0.274957,10,2,426,0,83,9600
2626,BR,ND,7,15,0.8155,0.523086,0.200874,15,4,81,0,91,3600
2627,BR,ND,7,10,0.867762,0.6924,0.187322,13,4,65,65,54,2080
2628,BR,ND,7,15,0.994033,0.411579,0.182269,13,3,99,0,86,7020
2629,BR,ND,3,5,0.991671,0.447474,0.15193,12,2,51,0,85,3840
2630,BR,ND,7,5,0.892966,0.428528,0.195914,13,4,60,0,87,1040
2631,BR,ND,7,5,0.982127,0.679426,0.288498,11,2,406,0,85,3520
2632,BR,ND,3,5,0.949449,0.639765,0.175235,5,2,54,0,72,1600
2633,BR,ND,7,5,0.88949,0.444675,0.292377,12,4,425,425,54,960
2634,BR,ND,7,10,0.912378,0.455029,0.194358,1,2,135,0,65,640
2635,BR,ND,7,10,0.960046,0.494168,0.276441,15,2,357,0,94,9600
2636,BR,ND,7,10,0.830842,0.556879,0.275565,9,4,257,0,92,1440
2637,BR,ND,3,20,0.896238,0.591048,0.181605,10,3,104,0,85,7200
2638,BR,ND,7,15,0.906049,0.4166,0.116179,8,3,40,0,79,4320
2639,BR,ND,5,10,0.857266,0.697569,0.141558,10,2,57,0,82,6400
2640,BR,ND,3,5,0.9049,0.633069,0.187478,3,3,70,70,54,540
2641,BR,ND,7,10,0.981824,0.602022,0.129619,14,3,40,0,89,5040
2642,BR,ND,7,20,0.839668,0.447817,0.272789,15,4,374,0,100,4800
2643,BR,ND,7,20,0.865451,0.652486,0.127804,6,4,28,0,73,1920
2644,BR,ND,7,10,0.833722,0.563242,0.179325,11,2,91,0,82,7040
2645,BR,ND,7,10,0.964599,0.599551,0.195811,7,4,106,106,54,1120
2646,BR,ND,5,15,0.989002,0.600924,0.123101,2,4,28,0,66,480
2647,BR,ND,7,10,0.801929,0.692512,0.14641,2,4,23,0,70,320
2648,BR,ND,5,10,0.875009,0.633773,0.139471,6,3,35,0,76,2160
2649,BR,ND,3,10,0.940479,0.640651,0.253598,5,3,249,53,71,1800
2650,BR,ND,5,20,0.972044,0.593354,0.261665,7,2,370,0,78,8960
2651,BR,ND,7,15,0.842745,0.629761,0.246415,4,4,282,282,54,960
2652,BR,ND,7,20,0.916451,0.429771,0.199436,1,2,217,77,58,1280
2653,BR,ND,5,20,0.80984,0.666908,0.229241,15,4,195,0,92,4800
2654,BR,ND,3,15,0.905982,0.403504,0.178855,8,2,140,0,79,7680
2655,BR,ND,7,15,0.842479,0.570282,0.240728,15,2,249,0,95,14400
2656,BR,ND,7,15,0.804149,0.479514,0.256868,3,2,334,0,70,2880
2657,BR,ND,5,20,0.811795,0.626033,0.189481,4,2,166,0,72,5120
2658,BR,ND,5,10,0.800281,0.515138,0.200059,4,2,116,0,72,2560
2659,BR,ND,3,5,0.969508,0.480511,0.237278,2,3,149,149,54,360
2660,BR,ND,5,20,0.819488,0.610063,0.128835,3,3,54,0,68,2160
2661,BR,ND,7,20,0.95493,0.549877,0.299608,7,3,474,0,76,5040
2662,BR,ND,7,15,0.835317,0.526335,0.256777,4,4,293,293,54,960
2663,BR,ND,5,5,0.985797,0.612945,0.109375,8,4,8,0,76,640
2664,BR,ND,5,10,0.943785,0.552745,0.138784,14,3,44,0,92,5040
2665,BR,ND,3,5,0.999579,0.683053,0.263012,10,4,291,291,54,800
2666,BR,ND,7,10,0.939981,0.58559,0.283425,11,4,376,376,54,1760
2667,BR,ND,5,15,0.839044,0.446162,0.218882,11,4,153,153,54,2640
2668,BR,ND,7,10,0.806415,0.537014,0.162937,2,3,53,0,69,720
2669,BR,ND,7,10,0.94399,0.671309,0.199411,1,2,168,86,58,640
2670,BR,ND,5,10,0.802381,0.44472,0.109134,13,4,11,0,86,2080
2671,BR,ND,3,15,0.995278,0.546101,0.178935,9,3,97,0,83,4860
2672,BR,ND,7,10,0.872207,0.688241,0.223551,5,2,204,0,74,3200
2673,BR,ND,7,10,0.993902,0.564306,0.263163,1,4,279,279,54,160
2674,BR,ND,7,5,0.912626,0.582753,0.184235,11,4,59,59,54,880
2675,BR,ND,7,10,0.947958,0.538962,0.150864,12,2,60,0,84,7680
2676,BR,ND,3,20,0.889678,0.419516,0.137392,14,2,113,0,93,17920
2677,BR,ND,7,10,0.884592,0.458974,0.211434,15,3,183,0,94,5400
2678,BR,ND,7,10,0.977968,0.654044,0.262838,5,3,270,129,68,1800
2679,BR,ND,5,20,0.954498,0.496582,0.139489,15,2,121,0,95,19200
2680,BR,ND,7,5,0.984196,0.562918,0.115566,12,3,26,0,86,2160
2681,BR,ND,7,15,0.99178,0.599603,0.128225,5,3,47,0,71,2700
2682,BR,ND,5,5,0.960693,0.500139,0.187947,13,4,71,71,54,1040
2683,BR,ND,3,10,0.814204,0.668692,0.290118,8,3,475,475,54,2880
2684,BR,ND,5,10,0.867667,0.464912,0.220411,1,4,124,124,54,160
2685,BR,ND,5,5,0.868513,0.565666,0.113269,4,2,28,0,67,1280
2686,BR,ND,7,10,0.871892,0.69609,0.247205,14,2,283,0,92,8960
2687,BR,ND,7,10,0.861137,0.619601,0.112404,13,3,15,0,87,4680
2688,BR,ND,3,10,0.921851,0.478853,0.153477,9,2,79,0,82,5760
2689,BR,ND,7,5,0.901961,0.527284,0.136785,4,4,33,33,54,320
2690,BR,ND,7,5,0.802238,0.678008,0.233212,14,4,199,199,54,1120
2691,BR,ND,7,10,0.915038,0.54275,0.239621,5,2,219,0,74,3200
2692,BR,ND,7,15,0.815974,0.56555,0.270378,12,2,360,0,88,11520
2693,BR,ND,7,10,0.870225,0.503835,0.102846,2,3,22,0,64,720
2694,BR,ND,5,20,0.935228,0.552504,0.111995,14,3,47,0,93,10080
2695,BR,ND,7,10,0.802599,0.699849,0.15709,3,4,32,32,54,480
2696,BR,ND,7,5,0.888085,0.688884,0.132668,1,2,33,0,63,320
2697,BR,ND,3,10,0.895143,0.585945,0.188552,14,3,67,0,87,5040
2698,BR,ND,7,5,0.864852,0.640241,0.280102,15,4,354,354,54,1200
2699,BR,ND,7,5,0.986081,0.675583,0.296405,7,4,425,425,54,560
2700,BR,ND,5,10,0.928614,0.547415,0.196145,14,3,86,0,93,5040
2701,BR,ND,5,5,0.967954,0.620726,0.236261,2,3,187,187,54,360
2702,BR,ND,7,10,0.901688,0.492921,0.22353,14,3,181,0,89,5040
2703,BR,ND,5,15,0.824315,0.413651,0.242576,6,4,241,241,54,1440
2704,BR,ND,5,5,0.933436,0.61454,0.253689,3,3,253,253,54,540
2705,BR,ND,7,20,0.87834,0.520295,0.262911,4,4,280,280,54,1280
2706,BR,ND,5,5,0.883761,0.673418,0.120729,7,4,8,0,75,560
2707,BR,ND,7,10,0.854965,0.460668,0.222939,15,3,160,0,90,5400
