run,strategy,detection,d,I,pr,pm,cs,ni,im,N_lethal,N_min,T_min,N_inoc
1,BR,ND,3,5,0.998634,0.63452,0.216728,13,4,122,122,54,1040
2,BR,ND,3,15,0.99748,0.485698,0.121878,15,3,49,0,92,8100
3,BR,ND,5,5,0.936227,0.689765,0.106035,11,2,20,0,84,3520
4,BR,ND,7,5,0.99956,0.595247,0.28966,3,3,388,388,54,540
5,BR,ND,7,20,0.97869,0.58198,0.142663,13,2,121,0,87,16640
6,BR,ND,5,10,0.979404,0.685021,0.155667,13,4,24,0,86,2080
7,BR,ND,5,10,0.853205,0.665023,0.139932,7,3,26,0,73,2520
8,BR,ND,3,10,0.802089,0.447239,0.186074,4,2,121,0,73,2560
9,BR,ND,3,20,0.905567,0.550651,0.221662,1,2,247,134,57,1280
10,BR,ND,7,5,0.959449,0.506507,0.150963,1,3,38,0,61,180
11,BR,ND,3,15,0.974151,0.603766,0.106116,15,3,42,0,91,8100
12,BR,ND,5,5,0.843819,0.673549,0.132183,13,3,17,0,86,2340
13,BR,ND,5,20,0.913165,0.525019,0.159406,7,3,68,0,77,5040
14,BR,ND,5,15,0.842318,0.43484,0.239006,15,4,239,239,54,3600
15,BR,ND,7,20,0.847131,0.659932,0.131027,8,4,24,0,77,2560
16,BR,ND,5,20,0.960647,0.637527,0.214762,5,2,235,0,75,6400
17,BR,ND,7,15,0.821012,0.624453,0.131077,5,2,67,0,71,4800
18,BR,ND,7,20,0.887655,0.587879,0.244314,5,4,197,197,54,1600
19,BR,ND,7,5,0.908473,0.607141,0.245911,4,3,248,248,54,720
20,BR,ND,7,20,0.930872,0.549271,0.171782,15,2,151,0,95,19200
21,BR,ND,7,5,0.866668,0.460516,0.177459,13,2,97,0,88,4160
22,BR,ND,7,15,0.966946,0.491247,0.13446,13,4,30,0,89,3120
23,BR,ND,7,20,0.994618,0.588943,0.182532,11,2,153,0,85,14080
24,BR,ND,3,5,0.832349,0.652565,0.24327,12,4,164,164,54,960
25,BR,ND,7,5,0.984807,0.569196,0.168543,5,2,54,0,71,1600
26,BR,ND,5,5,0.850321,0.55083,0.221362,2,2,169,157,59,640
27,BR,ND,3,10,0.937582,0.42172,0.243235,11,2,242,0,87,7040
28,BR,ND,5,15,0.801908,0.48387,0.203714,5,2,153,0,73,4800
29,BR,ND,5,5,0.818496,0.535498,0.147882,10,3,23,0,81,1800
30,BR,ND,7,5,0.808445,0.63542,0.249198,9,4,228,228,54,720
31,BR,ND,3,5,0.855814,0.578155,0.240342,12,4,152,152,54,960
32,BR,ND,5,5,0.958109,0.56788,0.168865,6,3,56,0,75,1080
33,BR,ND,5,5,0.966072,0.480638,0.276864,13,2,375,0,87,4160
34,BR,ND,5,10,0.814658,0.668593,0.146919,10,2,79,0,82,6400
35,BR,ND,5,5,0.904173,0.474869,0.18772,4,4,80,80,54,320
36,BR,ND,7,20,0.815887,0.651462,0.223776,8,4,124,0,79,2560
37,BR,ND,7,5,0.813553,0.616336,0.182843,5,3,74,0,71,900
38,BR,ND,7,20,0.963533,0.416744,0.138336,2,4,39,0,64,640
39,BR,ND,7,15,0.897024,0.659097,0.126248,11,4,16,0,85,2640
40,BR,ND,7,15,0.807595,0.404082,0.131384,9,3,45,0,80,4860
41,BR,ND,7,5,0.984618,0.487372,0.200795,14,3,104,0,91,2520
42,BR,ND,3,10,0.961184,0.558048,0.21853,10,4,145,145,54,1600
43,BR,ND,3,20,0.80631,0.462796,0.26922,8,3,292,0,78,5760
44,BR,ND,5,20,0.981647,0.461945,0.205909,12,4,114,0,85,3840
45,BR,ND,7,20,0.904286,0.649749,0.124418,14,4,30,0,93,4480
46,BR,ND,5,10,0.897963,0.436253,0.283252,4,2,392,0,73,2560
47,BR,ND,5,20,0.940069,0.439312,0.252198,12,4,258,143,82,3840
48,BR,ND,7,5,0.970973,0.578547,0.111018,8,3,12,0,77,1440
49,BR,ND,7,20,0.807964,0.638369,0.258224,1,3,317,317,54,720
50,BR,ND,3,20,0.815651,0.510992,0.262756,3,2,368,0,69,3840
51,BR,ND,7,10,0.871623,0.517799,0.207915,7,3,151,0,76,2520
52,BR,ND,5,5,0.953735,0.623569,0.186599,5,3,70,0,73,900
53,BR,ND,5,15,0.99173,0.636086,0.183373,11,4,87,87,54,2640
54,BR,ND,5,15,0.809971,0.56909,0.216484,2,4,121,121,54,480
55,BR,ND,7,5,0.901547,0.466621,0.257629,10,3,295,0,83,1800
56,BR,ND,7,5,0.825643,0.525846,0.24276,14,3,257,0,92,2520
57,BR,ND,7,10,0.9345,0.554384,0.262192,8,4,274,274,54,1280
58,BR,ND,7,15,0.833986,0.6546,0.202213,9,2,172,0,83,8640
59,BR,ND,5,5,0.873756,0.41825,0.244902,3,3,229,229,54,540
60,BR,ND,7,15,0.984472,0.478652,0.130268,7,2,72,0,75,6720
61,BR,ND,7,20,0.92069,0.604099,0.285813,14,2,496,0,89,17920
62,BR,ND,7,15,0.815019,0.652026,0.105337,12,3,37,0,89,6480
63,BR,ND,7,15,0.966318,0.427124,0.105247,11,4,15,0,83,2640
64,BR,ND,7,10,0.963495,0.523762,0.12564,1,4,21,21,54,160
65,BR,ND,3,15,0.826689,0.616999,0.233478,6,4,195,195,54,1440
66,BR,ND,7,10,0.939424,0.434769,0.29876,5,3,436,0,78,1800
67,BR,ND,7,10,0.981603,0.657096,0.235162,10,3,222,0,84,3600
68,BR,ND,3,15,0.915586,0.680576,0.258949,10,4,243,243,54,2400
69,BR,ND,5,5,0.873397,0.538766,0.190483,14,3,111,0,89,2520
70,BR,ND,7,5,0.956682,0.558355,0.11951,2,4,12,12,54,160
71,BR,ND,7,20,0.848527,0.417673,0.134336,7,3,61,0,79,5040
72,BR,ND,5,15,0.989257,0.449968,0.260902,3,2,349,0,73,2880
73,BR,ND,7,20,0.877196,0.658218,0.1106,8,2,75,0,81,10240
74,BR,ND,7,10,0.81262,0.646703,0.227159,13,2,233,0,88,8320
75,BR,ND,7,20,0.928245,0.424408,0.277408,10,3,443,0,83,7200
76,BR,ND,7,15,0.987641,0.405853,0.111279,15,2,73,0,94,14400
77,BR,ND,7,5,0.826091,0.588252,0.255772,4,3,250,250,54,720
78,BR,ND,5,20,0.811248,0.641552,0.141494,10,2,101,0,85,12800
79,BR,ND,7,15,0.896767,0.631884,0.175109,7,3,89,0,73,3780
80,BR,ND,7,5,0.84266,0.40363,0.20076,13,3,74,0,86,2340
81,BR,ND,7,15,0.941057,0.53806,0.289693,5,4,498,498,54,1200
82,BR,ND,5,5,0.945005,0.68122,0.157939,10,4,18,18,54,800
83,BR,ND,5,10,0.867555,0.532292,0.129392,14,2,49,0,90,8960
84,BR,ND,5,5,0.803016,0.593997,0.122707,4,4,8,0,65,320
85,BR,ND,7,10,0.801166,0.663785,0.203458,8,4,91,0,76,1280
86,BR,ND,7,10,0.991044,0.422982,0.163005,2,4,57,0,66,320
87,BR,ND,3,20,0.859374,0.495131,0.173165,12,2,166,0,86,15360
88,BR,ND,5,15,0.81378,0.409638,0.178139,11,4,55,0,85,2640
89,BR,ND,7,5,0.958899,0.512728,0.135045,14,4,23,0,87,1120
90,BR,ND,7,10,0.956189,0.670759,0.214161,8,3,156,0,75,2880
91,BR,ND,3,10,0.841164,0.655709,0.19384,13,4,80,80,54,2080
92,BR,ND,7,10,0.951774,0.698046,0.261969,4,2,346,0,72,2560
93,BR,ND,5,5,0.806804,0.478388,0.112463,11,4,7,0,79,880
94,BR,ND,3,5,0.829765,0.676612,0.230828,2,2,178,178,54,640
95,BR,ND,5,15,0.878288,0.403942,0.263109,5,2,378,0,72,4800
96,BR,ND,7,20,0.864206,0.500728,0.139049,9,2,112,0,81,11520
97,BR,ND,7,15,0.888209,0.43433,0.122614,13,2,76,0,89,12480
98,BR,ND,5,20,0.892546,0.592495,0.123927,11,2,90,0,87,14080
99,BR,ND,3,20,0.850583,0.503333,0.267846,10,4,319,319,54,3200
100,BR,ND,5,5,0.982042,0.559505,0.281265,14,3,366,366,54,2520
101,BR,ND,7,20,0.85024,0.533684,0.285688,1,4,371,371,54,320
102,BR,ND,7,20,0.89469,0.618702,0.186932,15,3,165,0,91,10800
103,BR,ND,7,15,0.969715,0.579808,0.152195,3,4,35,0,67,720
104,BR,ND,7,5,0.971021,0.547542,0.234234,11,4,150,150,54,880
105,BR,ND,5,20,0.978228,0.623448,0.20891,15,2,220,0,92,19200
106,BR,ND,7,10,0.916845,0.578928,0.246499,13,4,239,239,54,2080
107,BR,ND,5,15,0.893564,0.633653,0.183311,13,4,71,71,54,3120
108,BR,ND,7,5,0.944857,0.425199,0.116436,5,4,7,0,69,400
109,BR,ND,3,10,0.862209,0.469981,0.290619,8,4,427,427,54,1280
110,BR,ND,7,20,0.873283,0.525249,0.18524,13,4,66,0,87,4160
111,BR,ND,7,15,0.924321,0.491786,0.108707,3,3,26,0,69,1620
112,BR,ND,7,20,0.990722,0.609485,0.285262,14,2,435,0,90,17920
113,BR,ND,7,5,0.829944,0.476061,0.162278,14,3,55,0,89,2520
114,BR,ND,5,5,0.815574,0.531955,0.22695,4,2,137,137,54,1280
115,BR,ND,7,15,0.969928,0.499712,0.271449,15,4,343,0,96,3600
116,BR,ND,7,20,0.907171,0.427559,0.2573,2,4,234,234,54,640
117,BR,ND,3,15,0.827427,0.504393,0.125265,1,4,20,0,64,240
118,BR,ND,7,15,0.9462,0.5807,0.213437,11,3,170,0,86,5940
119,BR,ND,7,5,0.974669,0.652295,0.196383,13,3,93,0,89,2340
120,BR,ND,3,20,0.918235,0.561053,0.207896,11,4,126,126,54,3520
121,BR,ND,7,10,0.816484,0.594724,0.170843,8,4,49,0,76,1280
122,BR,ND,5,10,0.838827,0.678643,0.204836,7,4,88,88,54,1120
123,BR,ND,5,15,0.801019,0.419155,0.113968,4,3,38,0,68,2160
124,BR,ND,5,5,0.937904,0.45679,0.216597,9,3,104,0,79,1620
125,BR,ND,7,5,0.873376,0.508095,0.117349,14,2,21,0,90,4480
126,BR,ND,5,5,0.810201,0.404424,0.264048,7,3,276,276,54,1260
127,BR,ND,5,15,0.989125,0.690975,0.152816,5,3,64,0,72,2700
128,BR,ND,5,10,0.949276,0.649574,0.110795,4,3,13,0,72,1440
129,BR,ND,5,5,0.903759,0.625012,0.262224,15,3,259,0,89,2700
130,BR,ND,3,20,0.872933,0.487719,0.24987,15,4,195,195,54,4800
131,BR,ND,5,15,0.996398,0.470821,0.286765,3,3,379,117,67,1620
132,BR,ND,7,15,0.865501,0.438869,0.203721,1,3,125,74,57,540
133,BR,ND,5,20,0.980833,0.60625,0.298824,11,3,464,0,85,7920
134,BR,ND,7,5,0.882125,0.659171,0.1769,15,2,74,0,91,4800
135,BR,ND,7,15,0.953122,0.410707,0.112711,10,3,35,0,85,5400
136,BR,ND,7,5,0.996694,0.473825,0.104039,2,2,15,0,64,640
137,BR,ND,7,15,0.804496,0.439008,0.201924,3,2,167,0,67,2880
138,BR,ND,7,10,0.909194,0.442658,0.177752,1,2,112,0,64,640
139,BR,ND,5,15,0.826014,0.597627,0.296578,13,4,396,396,54,3120
140,BR,ND,3,10,0.852044,0.638501,0.211542,10,3,141,141,54,3600
141,BR,ND,7,5,0.8974,0.475485,0.294617,4,3,477,477,54,720
142,BR,ND,7,15,0.914162,0.413175,0.234841,11,4,190,0,88,2640
143,BR,ND,5,20,0.934446,0.462834,0.134815,12,4,37,0,83,3840
144,BR,ND,5,5,0.912221,0.484496,0.294498,14,2,498,0,89,4480
145,BR,ND,7,20,0.939162,0.557159,0.187293,4,4,87,0,69,1280
146,BR,ND,5,15,0.959544,0.582981,0.24657,4,2,286,0,71,3840
147,BR,ND,5,15,0.932476,0.698236,0.246965,7,3,259,0,76,3780
148,BR,ND,5,20,0.876413,0.536708,0.265154,12,3,301,0,89,8640
149,BR,ND,3,10,0.947592,0.695006,0.230907,7,3,189,189,54,2520
150,BR,ND,5,5,0.816529,0.512928,0.285524,13,2,379,0,88,4160
151,BR,ND,5,20,0.85939,0.402168,0.258038,6,2,366,0,74,7680
152,BR,ND,5,15,0.985466,0.504437,0.162119,9,2,113,0,83,8640
153,BR,ND,5,5,0.93265,0.449309,0.286928,9,4,400,400,54,720
154,BR,ND,7,10,0.929247,0.403653,0.153206,10,2,82,0,83,6400
155,BR,ND,7,20,0.858415,0.409586,0.121483,5,3,46,0,72,3600
156,BR,ND,5,20,0.936808,0.415855,0.158531,6,3,95,0,73,4320
157,BR,ND,3,20,0.884298,0.616216,0.121633,4,2,83,0,71,5120
158,BR,ND,5,15,0.90824,0.680912,0.180978,6,2,97,0,74,5760
159,BR,ND,7,10,0.819459,0.413718,0.230338,4,3,214,0,75,1440
160,BR,ND,5,20,0.95107,0.571573,0.102508,11,3,37,0,86,7920
161,BR,ND,7,10,0.958509,0.652776,0.121945,13,2,44,0,86,8320
162,BR,ND,3,10,0.837577,0.476739,0.222881,15,4,122,122,54,2400
163,BR,ND,5,15,0.907781,0.588731,0.287174,4,3,438,136,71,2160
164,BR,ND,5,20,0.893955,0.433549,0.176996,9,2,154,0,79,11520
165,BR,ND,7,5,0.822706,0.623131,0.115786,11,3,23,0,83,1980
166,BR,ND,5,5,0.998363,0.571978,0.207782,1,4,118,118,54,80
167,BR,ND,7,20,0.851814,0.51436,0.227326,9,3,183,0,80,6480
168,BR,ND,5,20,0.962775,0.490397,0.238886,3,2,288,0,71,3840
169,BR,ND,7,15,0.861896,0.663865,0.163141,8,3,70,0,81,4320
170,BR,ND,3,5,0.984335,0.596168,0.251604,12,2,225,0,85,3840
171,BR,ND,5,5,0.982483,0.432919,0.112269,10,2,26,0,83,3200
172,BR,ND,7,15,0.955781,0.437135,0.222037,2,2,210,0,69,1920
173,BR,ND,5,5,0.89869,0.490918,0.14258,7,3,18,0,75,1260
174,BR,ND,5,15,0.941354,0.691275,0.151232,1,2,86,0,63,960
175,BR,ND,5,10,0.922139,0.668105,0.21532,15,2,169,0,92,9600
176,BR,ND,7,15,0.825882,0.676882,0.123915,3,3,17,0,68,1620
177,BR,ND,5,5,0.841063,0.575807,0.133405,9,2,31,0,78,2880
178,BR,ND,5,5,0.803951,0.545991,0.104344,7,3,11,0,74,1260
179,BR,ND,7,15,0.843871,0.50423,0.163861,8,3,57,0,80,4320
180,BR,ND,7,15,0.90898,0.569354,0.14057,5,2,67,0,73,4800
181,BR,ND,5,20,0.852686,0.437151,0.152915,14,3,72,0,90,10080
182,BR,ND,7,5,0.917319,0.578496,0.178673,5,3,50,0,71,900
183,BR,ND,7,5,0.843858,0.532048,0.288151,13,3,372,0,91,2340
184,BR,ND,3,10,0.898985,0.431848,0.151489,2,4,36,36,54,320
185,BR,ND,5,10,0.979906,0.56099,0.264955,14,2,381,0,91,8960
186,BR,ND,5,5,0.923075,0.449462,0.106411,15,2,28,0,95,4800
187,BR,ND,5,10,0.827827,0.449027,0.11488,2,2,51,0,67,1280
188,BR,ND,7,20,0.978768,0.435529,0.254673,13,4,267,0,89,4160
189,BR,ND,7,20,0.803784,0.666381,0.251759,10,4,228,0,80,3200
190,BR,ND,5,20,0.904677,0.494769,0.296726,11,3,478,0,84,7920
191,BR,ND,5,20,0.892511,0.608474,0.296213,1,4,469,469,54,320
192,BR,ND,5,15,0.92386,0.546458,0.129497,5,4,23,0,75,1200
193,BR,ND,7,15,0.882607,0.568927,0.173766,3,4,66,0,64,720
194,BR,ND,5,20,0.890027,0.445893,0.246224,9,4,232,232,54,2880
195,BR,ND,3,20,0.926211,0.468367,0.258385,6,2,386,0,76,7680
196,BR,ND,7,20,0.899104,0.633301,0.29285,2,3,471,328,62,1440
197,BR,ND,5,20,0.98173,0.52199,0.193703,6,3,160,0,74,4320
198,BR,ND,7,5,0.917924,0.449336,0.279374,8,2,323,0,81,2560
199,BR,ND,3,20,0.934049,0.545419,0.290322,2,4,407,407,54,640
200,BR,ND,7,15,0.985141,0.625439,0.18225,4,4,58,0,67,960
201,BR,ND,7,15,0.892627,0.499963,0.205079,5,2,190,0,79,4800
202,BR,ND,5,20,0.804659,0.42732,0.269277,3,3,319,0,69,2160
203,BR,ND,7,15,0.979058,0.55462,0.242765,3,3,202,0,70,1620
204,BR,ND,3,15,0.826431,0.688637,0.173084,1,4,47,35,56,240
205,BR,ND,7,15,0.915335,0.460608,0.129584,11,3,47,0,85,5940
206,BR,ND,3,15,0.944805,0.665219,0.151794,11,2,79,0,85,10560
207,BR,ND,7,10,0.851455,0.627097,0.182963,7,4,94,0,72,1120
208,BR,ND,5,10,0.901361,0.678313,0.17954,15,4,59,0,90,2400
209,BR,ND,7,20,0.837859,0.696515,0.250949,14,4,247,247,54,4480
210,BR,ND,3,5,0.828649,0.457874,0.229059,2,3,173,173,54,360
211,BR,ND,5,15,0.830171,0.500752,0.235759,9,3,245,0,81,4860
212,BR,ND,3,5,0.952935,0.603899,0.284375,10,3,335,335,54,1800
213,BR,ND,7,10,0.997107,0.68959,0.222558,4,2,166,0,67,2560
214,BR,ND,5,10,0.844424,0.442589,0.294163,9,3,425,0,81,3240
215,BR,ND,5,15,0.812238,0.625168,0.265533,13,4,318,318,54,3120
216,BR,ND,5,5,0.889384,0.465229,0.182408,9,3,70,70,54,1620
217,BR,ND,7,20,0.920133,0.600887,0.266022,4,3,295,0,75,2880
218,BR,ND,7,10,0.920388,0.406726,0.163175,4,2,65,0,73,2560
219,BR,ND,5,5,0.908904,0.667791,0.197594,3,4,64,64,54,240
220,BR,ND,7,15,0.920905,0.534733,0.17916,15,4,71,0,90,3600
221,BR,ND,5,10,0.802472,0.520158,0.16358,10,2,82,0,85,6400
222,BR,ND,5,15,0.9198,0.57412,0.109602,13,4,10,0,86,3120
223,BR,ND,7,20,0.918851,0.416485,0.257981,9,2,335,0,81,11520
224,BR,ND,3,15,0.848848,0.419863,0.169745,9,4,47,0,77,2160
225,BR,ND,7,10,0.923987,0.456933,0.224318,3,2,192,0,70,1920
226,BR,ND,7,5,0.866566,0.654256,0.260538,12,2,291,0,84,3840
227,BR,ND,5,10,0.919931,0.545667,0.175155,3,4,40,40,54,480
228,BR,ND,7,15,0.852867,0.585353,0.27966,13,3,386,0,90,7020
229,BR,ND,7,10,0.905299,0.510859,0.204945,15,2,149,0,92,9600
230,BR,ND,7,20,0.950728,0.449104,0.280303,12,4,383,0,91,3840
231,BR,ND,7,20,0.817593,0.539382,0.156747,13,3,76,0,88,9360
232,BR,ND,5,5,0.996919,0.492965,0.280746,7,4,372,372,54,560
233,BR,ND,7,15,0.897665,0.624913,0.233279,6,2,246,0,75,5760
234,BR,ND,5,5,0.91968,0.516413,0.143818,15,3,23,0,92,2700
235,BR,ND,3,15,0.881331,0.54261,0.123736,7,2,69,0,79,6720
236,BR,ND,7,10,0.876339,0.424563,0.2002,5,3,135,0,72,1800
237,BR,ND,7,15,0.818888,0.647625,0.228959,4,3,188,0,71,2160
238,BR,ND,5,20,0.871755,0.581137,0.101623,12,4,14,0,84,3840
239,BR,ND,7,20,0.95366,0.576939,0.181581,8,4,72,0,78,2560
240,BR,ND,7,20,0.980599,0.663461,0.179602,13,2,169,0,90,16640
241,BR,ND,7,20,0.820093,0.676741,0.115935,12,3,44,0,87,8640
242,BR,ND,3,20,0.813192,0.498944,0.247746,4,2,319,0,72,5120
243,BR,ND,7,10,0.954446,0.429609,0.134419,1,3,40,0,60,360
244,BR,ND,7,5,0.88251,0.454818,0.168831,2,3,65,0,67,360
245,BR,ND,7,20,0.833447,0.542717,0.256408,12,2,321,0,86,15360
246,BR,ND,3,10,0.876071,0.489244,0.29132,6,3,356,356,54,2160
247,BR,ND,7,5,0.83846,0.468711,0.160501,8,3,41,0,76,1440
248,BR,ND,5,20,0.811957,0.664009,0.168602,7,2,159,0,77,8960
249,BR,ND,7,5,0.804242,0.493865,0.184863,4,3,73,0,71,720
250,BR,ND,5,5,0.96193,0.518523,0.13292,8,4,18,0,76,640
251,BR,ND,3,10,0.947079,0.54559,0.105869,2,3,27,0,63,720
252,BR,ND,7,15,0.841862,0.672997,0.215634,4,3,149,0,70,2160
253,BR,ND,5,15,0.834103,0.643474,0.293837,13,2,490,0,91,12480
254,BR,ND,7,10,0.913011,0.505993,0.120664,3,2,44,0,66,1920
255,BR,ND,7,15,0.886048,0.549034,0.236849,15,3,241,0,90,8100
256,BR,ND,7,15,0.907028,0.436337,0.287833,8,4,386,386,54,1920
257,BR,ND,5,5,0.818299,0.582363,0.127897,14,2,24,0,90,4480
258,BR,ND,7,15,0.836454,0.471321,0.215814,11,2,215,0,84,10560
259,BR,ND,7,15,0.901486,0.443068,0.29339,1,3,464,464,54,540
260,BR,ND,7,10,0.841826,0.683957,0.20518,15,2,164,0,91,9600
261,BR,ND,3,20,0.800207,0.540625,0.217814,6,2,224,0,77,7680
262,BR,ND,7,15,0.816999,0.462449,0.274038,8,2,384,0,80,7680
263,BR,ND,7,5,0.977207,0.522897,0.145431,14,2,35,0,90,4480
264,BR,ND,5,20,0.877838,0.68737,0.212822,15,2,229,0,94,19200
265,BR,ND,3,5,0.933187,0.589507,0.197015,1,4,76,76,54,80
266,BR,ND,7,5,0.89553,0.465731,0.111307,7,4,13,0,73,560
267,BR,ND,5,20,0.99379,0.532618,0.164425,2,3,73,0,69,1440
268,BR,ND,5,20,0.923174,0.501491,0.103478,2,3,41,0,67,1440
269,BR,ND,3,10,0.868594,0.601902,0.130304,13,2,44,0,90,8320
270,BR,ND,5,15,0.972467,0.576901,0.294296,5,2,459,0,72,4800
271,BR,ND,7,15,0.80419,0.666813,0.156253,13,4,62,0,91,3120
272,BR,ND,5,10,0.911037,0.488677,0.190007,4,3,88,0,74,1440
273,BR,ND,7,5,0.914615,0.428189,0.119065,7,3,12,0,75,1260
274,BR,ND,7,5,0.963128,0.554778,0.180083,4,3,81,0,68,720
275,BR,ND,7,10,0.825051,0.540604,0.165307,6,4,42,0,72,960
276,BR,ND,5,20,0.999597,0.611852,0.250548,8,2,331,0,79,10240
277,BR,ND,7,20,0.880116,0.516058,0.131558,5,2,94,0,73,6400
278,BR,ND,7,15,0.979764,0.666438,0.246142,4,3,269,0,71,2160
279,BR,ND,5,15,0.918503,0.662025,0.220436,10,4,120,120,54,2400
280,BR,ND,3,15,0.950775,0.655139,0.273084,1,2,406,406,54,960
281,BR,ND,5,5,0.860652,0.614478,0.165413,13,4,42,42,54,1040
282,BR,ND,5,10,0.972637,0.674411,0.15671,15,4,28,0,92,2400
283,BR,ND,7,5,0.960189,0.408945,0.104821,2,2,24,0,66,640
284,BR,ND,3,20,0.951717,0.682869,0.256811,7,4,359,359,54,2240
285,BR,ND,5,10,0.994807,0.675715,0.122823,6,4,13,0,75,960
286,BR,ND,7,10,0.932696,0.461336,0.249533,15,3,256,0,93,5400
287,BR,ND,5,10,0.869016,0.678869,0.254277,13,4,263,263,54,2080
288,BR,ND,5,5,0.975788,0.545915,0.267524,9,2,330,0,81,2880
289,BR,ND,7,20,0.897308,0.587174,0.168743,1,3,83,0,62,720
290,BR,ND,3,20,0.884124,0.450994,0.185463,7,2,172,0,77,8960
291,BR,ND,7,10,0.919288,0.50765,0.15266,6,3,37,0,73,2160
292,BR,ND,7,10,0.817331,0.681179,0.233095,7,3,217,0,77,2520
293,BR,ND,3,10,0.834092,0.661162,0.20141,15,2,112,0,90,9600
294,BR,ND,7,15,0.819802,0.470523,0.197511,12,4,108,0,83,2880
295,BR,ND,3,15,0.892146,0.466221,0.214541,2,2,164,0,67,1920
296,BR,ND,5,15,0.945126,0.627752,0.289674,11,2,420,0,85,10560
297,BR,ND,7,20,0.991111,0.402937,0.274098,15,2,474,0,93,19200
298,BR,ND,7,5,0.931146,0.541028,0.11755,6,4,9,0,72,480
299,BR,ND,5,15,0.9943,0.693962,0.281713,15,4,376,376,54,3600
300,BR,ND,5,15,0.883214,0.447196,0.238129,4,4,207,207,54,960
301,BR,ND,7,5,0.817226,0.522022,0.10832,11,3,16,0,84,1980
302,BR,ND,3,20,0.964106,0.604535,0.2102,11,4,120,120,54,3520
303,BR,ND,5,20,0.930703,0.430665,0.281371,12,2,428,0,86,15360
304,BR,ND,7,20,0.911114,0.666409,0.134511,5,3,61,0,74,3600
305,BR,ND,5,10,0.913951,0.660113,0.115212,11,2,45,0,86,7040
306,BR,ND,7,15,0.935706,0.521172,0.263283,3,4,222,222,54,720
307,BR,ND,5,15,0.990333,0.594316,0.165124,8,3,78,0,79,4320
308,BR,ND,7,20,0.967202,0.476839,0.209592,1,2,231,0,65,1280
309,BR,ND,7,20,0.967525,0.570276,0.147663,4,2,110,0,71,5120
310,BR,ND,7,10,0.839366,0.543298,0.223104,3,2,189,0,70,1920
311,BR,ND,7,20,0.933441,0.581694,0.270838,10,3,409,0,83,7200
312,BR,ND,3,15,0.845535,0.483682,0.236225,10,2,286,0,83,9600
313,BR,ND,7,5,0.830116,0.518623,0.278599,11,4,314,314,54,880
314,BR,ND,5,10,0.923221,0.429723,0.121197,10,2,55,0,81,6400
315,BR,ND,7,5,0.873956,0.489436,0.182714,7,2,100,0,73,2240
316,BR,ND,7,5,0.83938,0.688532,0.264135,13,4,264,264,54,1040
317,BR,ND,7,5,0.853018,0.655166,0.219141,10,3,121,0,80,1800
318,BR,ND,5,15,0.823134,0.515523,0.22393,13,3,182,0,88,7020
319,BR,ND,7,10,0.863796,0.422582,0.131962,9,3,37,0,80,3240
320,BR,ND,5,10,0.966364,0.585695,0.116256,3,3,17,0,67,1080
321,BR,ND,5,15,0.869296,0.556559,0.136995,15,4,29,0,93,3600
322,BR,ND,5,20,0.823587,0.652233,0.284883,2,3,401,357,64,1440
323,BR,ND,3,15,0.846359,0.555123,0.13015,3,2,74,0,69,2880
324,BR,ND,5,5,0.839556,0.614512,0.1387,9,4,23,0,80,720
325,BR,ND,3,20,0.941655,0.466477,0.156507,8,3,81,0,79,5760
326,BR,ND,5,15,0.907522,0.560053,0.202502,2,2,145,0,69,1920
327,BR,ND,7,10,0.90481,0.507002,0.143145,14,3,39,0,92,5040
328,BR,ND,7,20,0.877671,0.466587,0.146605,3,4,47,0,66,960
329,BR,ND,7,20,0.823103,0.443125,0.184998,5,4,84,0,72,1600
330,BR,ND,5,10,0.947615,0.507057,0.13961,2,3,39,0,65,720
331,BR,ND,7,20,0.972766,0.584236,0.145986,1,2,117,0,62,1280
332,BR,ND,5,15,0.953148,0.476249,0.187555,11,4,74,74,54,2640
333,BR,ND,5,15,0.998207,0.495445,0.222833,2,2,202,0,70,1920
334,BR,ND,5,10,0.92819,0.647445,0.160782,14,2,77,0,90,8960
335,BR,ND,7,15,0.883332,0.598192,0.244647,8,4,196,0,78,1920
336,BR,ND,5,20,0.878046,0.567461,0.201345,3,4,124,0,67,960
337,BR,ND,5,5,0.877817,0.572357,0.192759,9,2,74,0,81,2880
338,BR,ND,5,15,0.952513,0.415559,0.175397,14,2,120,0,91,13440
339,BR,ND,3,10,0.822732,0.416561,0.211293,15,3,130,122,84,5400
340,BR,ND,7,5,0.990136,0.651812,0.293955,9,3,462,462,54,1620
341,BR,ND,5,10,0.950091,0.624095,0.290956,1,3,460,460,54,360
342,BR,ND,3,20,0.810394,0.41977,0.287857,5,2,498,0,73,6400
343,BR,ND,7,15,0.946596,0.544446,0.175995,4,3,79,0,72,2160
344,BR,ND,7,5,0.808943,0.470788,0.155897,11,3,45,0,84,1980
345,BR,ND,3,20,0.858171,0.513881,0.14367,10,4,33,0,94,3200
346,BR,ND,7,10,0.86612,0.543723,0.148985,5,2,59,0,74,3200
347,BR,ND,3,15,0.928145,0.631412,0.251421,6,4,232,232,54,1440
348,BR,ND,5,5,0.868556,0.485527,0.203122,14,3,77,0,89,2520
349,BR,ND,7,20,0.847391,0.505516,0.284563,2,3,469,37,66,1440
350,BR,ND,5,15,0.800897,0.462927,0.264859,12,4,307,307,54,2880
